Pheno,Marker,Del_P_adj,Linkage_Class
Blup_Transfo_Area_2_cavities_filled_field_y1_y2,Chr02_3811172_4203782,0.07878686804005809,suggestive
Blup_Transfo_Area_2_cavities_filled_field_y1_y2,Chr02_4203783_4204963,0.07878686804005809,suggestive
Blup_Transfo_Area_2_cavities_filled_field_y1_y2,Chr02_4204964_5059530,0.0334896980778299,significant
Blup_Transfo_Area_2_cavities_filled_field_y1_y2,Chr02_5059531_5059566,0.08780745434058004,suggestive
Blup_Transfo_Area_2_cavities_filled_field_year2,Chr02_3811172_4203782,0.035593855693794155,significant
Blup_Transfo_Area_2_cavities_filled_field_year2,Chr02_4203783_4204963,0.035593855693794155,significant
Blup_Transfo_Area_2_cavities_filled_field_year2,Chr02_4204964_5059530,0.016482031254814816,significant
Blup_Transfo_Area_2_cavities_filled_field_year2,Chr02_5059531_5059566,0.07345859723475322,suggestive
Blup_Transfo_Horiz_size_50perc_field_y1_y2,Chr02_4204964_5059530,0.06626250401931616,suggestive
Blup_Transfo_Horiz_size_50perc_field_year2,Chr02_4204964_5059530,0.04568416839741023,significant
Blup_Transfo_Horiz_size_75perc_field_y1_y2,Chr02_3811172_4203782,0.06463992330744223,suggestive
Blup_Transfo_Horiz_size_75perc_field_y1_y2,Chr02_4203783_4204963,0.06463992330744223,suggestive
Blup_Transfo_Horiz_size_75perc_field_y1_y2,Chr02_4204964_5059530,0.026092304084544063,significant
Blup_Transfo_Horiz_size_75perc_field_y1_y2,Chr02_5059531_5059566,0.06463992330744223,suggestive
Blup_Transfo_Horiz_size_75perc_field_year2,Chr02_3811172_4203782,0.039041032284689095,significant
Blup_Transfo_Horiz_size_75perc_field_year2,Chr02_4203783_4204963,0.039041032284689095,significant
Blup_Transfo_Horiz_size_75perc_field_year2,Chr02_4204964_5059530,0.01383854793806856,significant
Blup_Transfo_Horiz_size_75perc_field_year2,Chr02_5059531_5059566,0.04603661886692806,significant
Blup_Transfo_Horiz_size_center_field_y1_y2,Chr02_3811172_4203782,0.07944778422763618,suggestive
Blup_Transfo_Horiz_size_center_field_y1_y2,Chr02_4203783_4204963,0.07944778422763618,suggestive
Blup_Transfo_Horiz_size_center_field_y1_y2,Chr02_4204964_5059530,0.033085322050705794,significant
Blup_Transfo_Horiz_size_center_field_y1_y2,Chr02_5059531_5059566,0.07944778422763618,suggestive
Blup_Transfo_Horiz_size_center_field_year2,Chr02_3811172_4203782,0.04612725121926831,significant
Blup_Transfo_Horiz_size_center_field_year2,Chr02_4203783_4204963,0.04612725121926831,significant
Blup_Transfo_Horiz_size_center_field_year2,Chr02_4204964_5059530,0.017059853827702347,significant
Blup_Transfo_Horiz_size_center_field_year2,Chr02_5059531_5059566,0.05758634986910665,suggestive
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_1_4524,0.02066374463142818,significant
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_4525_349303,0.02066374463142818,significant
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_349304_361275,0.02066374463142818,significant
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_361276_876244,0.018427356575020426,significant
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_876245_880558,0.05126068327479498,suggestive
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_880559_1380844,0.05816919512951912,suggestive
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_1380845_1380870,0.05126068327479498,suggestive
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_1380871_1588241,0.02066374463142818,significant
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_1588242_1591077,0.022184053715639578,significant
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_1591078_2117143,0.027570465574350875,significant
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_2117144_2118662,0.022184053715639578,significant
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_2118663_2439301,0.018427356575020426,significant
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_2439319_3802076,0.0790939493715879,suggestive
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_3811172_4203782,0.018427356575020426,significant
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_4203783_4204963,0.018427356575020426,significant
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_4204964_5059530,0.015318629241522837,significant
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_5059531_5059566,0.031580801877736576,significant
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_5059567_5396611,0.05816919512951912,suggestive
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_5396612_5398283,0.06371231392783902,suggestive
Blup_Transfo_Num_Indents_field_year2,Chr02_1_4524,0.007896353187421325,confirmed
Blup_Transfo_Num_Indents_field_year2,Chr02_4525_349303,0.007896353187421325,confirmed
Blup_Transfo_Num_Indents_field_year2,Chr02_349304_361275,0.008496201447452818,confirmed
Blup_Transfo_Num_Indents_field_year2,Chr02_361276_876244,0.007794094668991967,confirmed
Blup_Transfo_Num_Indents_field_year2,Chr02_876245_880558,0.02375765010990201,significant
Blup_Transfo_Num_Indents_field_year2,Chr02_880559_1380844,0.02375765010990201,significant
Blup_Transfo_Num_Indents_field_year2,Chr02_1380845_1380870,0.022671153909599027,significant
Blup_Transfo_Num_Indents_field_year2,Chr02_1380871_1588241,0.007896353187421325,confirmed
Blup_Transfo_Num_Indents_field_year2,Chr02_1588242_1591077,0.00920795983134431,confirmed
Blup_Transfo_Num_Indents_field_year2,Chr02_1591078_2117143,0.00964846132979196,confirmed
Blup_Transfo_Num_Indents_field_year2,Chr02_2117144_2118662,0.008496201447452818,confirmed
Blup_Transfo_Num_Indents_field_year2,Chr02_2118663_2439301,0.007561285440722044,confirmed
Blup_Transfo_Num_Indents_field_year2,Chr02_2439302_2439318,0.05533456983903513,suggestive
Blup_Transfo_Num_Indents_field_year2,Chr02_2439319_3802076,0.02892187704023954,significant
Blup_Transfo_Num_Indents_field_year2,Chr02_3802077_3811171,0.04440674618477709,significant
Blup_Transfo_Num_Indents_field_year2,Chr02_3811172_4203782,0.006714641199896762,confirmed
Blup_Transfo_Num_Indents_field_year2,Chr02_4203783_4204963,0.006714641199896762,confirmed
Blup_Transfo_Num_Indents_field_year2,Chr02_4204964_5059530,0.00590974602432735,confirmed
Blup_Transfo_Num_Indents_field_year2,Chr02_5059531_5059566,0.022671153909599027,significant
Blup_Transfo_Num_Indents_field_year2,Chr02_5059567_5396611,0.04440674618477709,significant
Blup_Transfo_Num_Indents_field_year2,Chr02_5396612_5398283,0.04440674618477709,significant
Blup_Transfo_PC1_PC2_y1_y2,Chr01_4235627_5264100,0.02062828504337707,significant
Blup_Transfo_PC1_PC2_y1_y2,Chr01_5264101_5264149,0.01893406238295911,significant
Blup_Transfo_PC1_PC2_y1_y2,Chr01_5264150_5885231,0.01893406238295911,significant
Blup_Transfo_PC1_PC2_y1_y2,Chr01_5885232_5886075,0.023148890937240006,significant
Blup_Transfo_PC1_PC2_y1_y2,Chr01_5886076_6253003,0.01975932170572082,significant
Blup_Transfo_PC1_PC2_y1_y2,Chr01_6253004_6253851,0.01893406238295911,significant
Blup_Transfo_PC1_PC2_y1_y2,Chr01_6253852_6811196,0.01893406238295911,significant
Blup_Transfo_PC1_PC2_y1_y2,Chr01_6811197_6811650,0.02062828504337707,significant
Blup_Transfo_PC1_PC2_y1_y2,Chr01_6811651_7107385,0.06703424492806594,suggestive
Blup_Transfo_PC1_PC2_y1_y2,Chr01_7117069_8021093,0.054823951652841076,suggestive
Blup_Transfo_PC2_y1_y2,Chr01_6253004_6253851,0.08222479500920941,suggestive
Blup_Transfo_PC2_y1_y2,Chr01_6811197_6811650,0.08222479500920941,suggestive
Blup_Transfo_Perimeter_2_excl_cavities_field_y1_y2,Chr02_3811172_4203782,0.07005069261290935,suggestive
Blup_Transfo_Perimeter_2_excl_cavities_field_y1_y2,Chr02_4203783_4204963,0.07005069261290935,suggestive
Blup_Transfo_Perimeter_2_excl_cavities_field_y1_y2,Chr02_4204964_5059530,0.05279639916815536,suggestive
Blup_Transfo_Perimeter_2_excl_cavities_field_y1_y2,Chr02_5059531_5059566,0.07005069261290935,suggestive
Blup_Transfo_Perimeter_2_excl_cavities_field_year2,Chr02_1_4524,0.09538676790225216,suggestive
Blup_Transfo_Perimeter_2_excl_cavities_field_year2,Chr02_4525_349303,0.09538676790225216,suggestive
Blup_Transfo_Perimeter_2_excl_cavities_field_year2,Chr02_349304_361275,0.09538676790225216,suggestive
Blup_Transfo_Perimeter_2_excl_cavities_field_year2,Chr02_361276_876244,0.09538676790225216,suggestive
Blup_Transfo_Perimeter_2_excl_cavities_field_year2,Chr02_2118663_2439301,0.09538676790225216,suggestive
Blup_Transfo_Perimeter_2_excl_cavities_field_year2,Chr02_3811172_4203782,0.026963917501928253,significant
Blup_Transfo_Perimeter_2_excl_cavities_field_year2,Chr02_4203783_4204963,0.026963917501928253,significant
Blup_Transfo_Perimeter_2_excl_cavities_field_year2,Chr02_4204964_5059530,0.017928889475920105,significant
Blup_Transfo_Perimeter_2_excl_cavities_field_year2,Chr02_5059531_5059566,0.08603543453015258,suggestive
Blup_Transfo_Squared_Perimeter2_Area2_ratio_field_y1_y2,Chr05_5438585_5830688,0.07899427858951459,suggestive
Blup_Transfo_Squared_Perimeter2_Area2_ratio_field_y1_y2,Chr05_5830689_5831721,0.07899427858951459,suggestive
Blup_Transfo_Squared_Perimeter2_Area2_ratio_field_year2,Chr02_4203783_4204963,0.09692273355194675,suggestive
Blup_Transfo_Squared_Perimeter2_Area2_ratio_field_year2,Chr05_5438585_5830688,0.08220199954536302,suggestive
Blup_Transfo_Squared_Perimeter2_Area2_ratio_field_year2,Chr05_5830689_5831721,0.08220199954536302,suggestive
Blup_Transfo_Squared_Perimeter2_Area2_ratio_field_year2,Chr10_12005065_12006023,0.09692273355194675,suggestive
Blup_Transfo_Squared_Perimeter2_Area2_ratio_field_year2,Chr10_12006024_12591692,0.08220199954536302,suggestive
Blup_Transfo_Squared_Perimeter2_Area2_ratio_field_year2,Chr17_13349543_13731534,0.09692273355194675,suggestive
Blup_Transfo_Squared_Perimeter2_Area2_ratio_field_year2,Chr17_13731535_13865657,0.08220199954536302,suggestive
Blup_Transfo_Vert_size_25perc_field_y1_y2,Chr02_3811172_4203782,0.09942290398410059,suggestive
Blup_Transfo_Vert_size_25perc_field_y1_y2,Chr02_4204964_5059530,0.07375341571000546,suggestive
Blup_Transfo_Vert_size_25perc_field_year2,Chr02_1_4524,0.08610791998166561,suggestive
Blup_Transfo_Vert_size_25perc_field_year2,Chr02_4525_349303,0.08610791998166561,suggestive
Blup_Transfo_Vert_size_25perc_field_year2,Chr02_349304_361275,0.08467038007467262,suggestive
Blup_Transfo_Vert_size_25perc_field_year2,Chr02_361276_876244,0.08467038007467262,suggestive
Blup_Transfo_Vert_size_25perc_field_year2,Chr02_1380871_1588241,0.09909320810932827,suggestive
Blup_Transfo_Vert_size_25perc_field_year2,Chr02_1588242_1591077,0.08610791998166561,suggestive
Blup_Transfo_Vert_size_25perc_field_year2,Chr02_2117144_2118662,0.08610791998166561,suggestive
Blup_Transfo_Vert_size_25perc_field_year2,Chr02_2118663_2439301,0.08610791998166561,suggestive
Blup_Transfo_Vert_size_25perc_field_year2,Chr02_3811172_4203782,0.03652454998157977,significant
Blup_Transfo_Vert_size_25perc_field_year2,Chr02_4203783_4204963,0.03652454998157977,significant
Blup_Transfo_Vert_size_25perc_field_year2,Chr02_4204964_5059530,0.022832291883899274,significant
Blup_Transfo_Vert_size_25perc_field_year2,Chr02_5059531_5059566,0.08467038007467262,suggestive
Blup_Transfo_Vert_size_25perc_field_year2,Chr02_5059567_5396611,0.08610791998166561,suggestive
Blup_Transfo_Vert_size_50perc_field_y1_y2,Chr02_1_4524,0.07511047456954634,suggestive
Blup_Transfo_Vert_size_50perc_field_y1_y2,Chr02_4525_349303,0.07511047456954634,suggestive
Blup_Transfo_Vert_size_50perc_field_y1_y2,Chr02_349304_361275,0.07511047456954634,suggestive
Blup_Transfo_Vert_size_50perc_field_y1_y2,Chr02_361276_876244,0.0691662549317126,suggestive
Blup_Transfo_Vert_size_50perc_field_y1_y2,Chr02_876245_880558,0.09248297732284669,suggestive
Blup_Transfo_Vert_size_50perc_field_y1_y2,Chr02_1380871_1588241,0.08263947941614225,suggestive
Blup_Transfo_Vert_size_50perc_field_y1_y2,Chr02_1588242_1591077,0.09248297732284669,suggestive
Blup_Transfo_Vert_size_50perc_field_y1_y2,Chr02_2117144_2118662,0.09248297732284669,suggestive
Blup_Transfo_Vert_size_50perc_field_y1_y2,Chr02_2118663_2439301,0.07511047456954634,suggestive
Blup_Transfo_Vert_size_50perc_field_y1_y2,Chr02_3811172_4203782,0.0691662549317126,suggestive
Blup_Transfo_Vert_size_50perc_field_y1_y2,Chr02_4203783_4204963,0.0691662549317126,suggestive
Blup_Transfo_Vert_size_50perc_field_y1_y2,Chr02_4204964_5059530,0.0691662549317126,suggestive
Blup_Transfo_Vert_size_50perc_field_year2,Chr02_1_4524,0.07159024514182707,suggestive
Blup_Transfo_Vert_size_50perc_field_year2,Chr02_4525_349303,0.07159024514182707,suggestive
Blup_Transfo_Vert_size_50perc_field_year2,Chr02_349304_361275,0.07159024514182707,suggestive
Blup_Transfo_Vert_size_50perc_field_year2,Chr02_361276_876244,0.07159024514182707,suggestive
Blup_Transfo_Vert_size_50perc_field_year2,Chr02_876245_880558,0.08881066850656394,suggestive
Blup_Transfo_Vert_size_50perc_field_year2,Chr02_1380871_1588241,0.07951848496059327,suggestive
Blup_Transfo_Vert_size_50perc_field_year2,Chr02_1588242_1591077,0.07951848496059327,suggestive
Blup_Transfo_Vert_size_50perc_field_year2,Chr02_1591078_2117143,0.08881066850656394,suggestive
Blup_Transfo_Vert_size_50perc_field_year2,Chr02_2117144_2118662,0.07951848496059327,suggestive
Blup_Transfo_Vert_size_50perc_field_year2,Chr02_2118663_2439301,0.07159024514182707,suggestive
Blup_Transfo_Vert_size_50perc_field_year2,Chr02_3811172_4203782,0.04571335570166154,significant
Blup_Transfo_Vert_size_50perc_field_year2,Chr02_4203783_4204963,0.04571335570166154,significant
Blup_Transfo_Vert_size_50perc_field_year2,Chr02_4204964_5059530,0.03780735454589118,significant
Blup_Transfo_Vert_size_50perc_field_year2,Chr02_5059531_5059566,0.07951848496059327,suggestive
Blup_Transfo_Vert_size_75perc_field_y1_y2,Chr02_3811172_4203782,0.0627553595549548,suggestive
Blup_Transfo_Vert_size_75perc_field_y1_y2,Chr02_4203783_4204963,0.0627553595549548,suggestive
Blup_Transfo_Vert_size_75perc_field_y1_y2,Chr02_4204964_5059530,0.03993381526623008,significant
Blup_Transfo_Vert_size_75perc_field_y1_y2,Chr02_5059531_5059566,0.0627553595549548,suggestive
Blup_Transfo_Vert_size_75perc_field_year2,Chr02_1_4524,0.08248162598407895,suggestive
Blup_Transfo_Vert_size_75perc_field_year2,Chr02_4525_349303,0.08248162598407895,suggestive
Blup_Transfo_Vert_size_75perc_field_year2,Chr02_349304_361275,0.08248162598407895,suggestive
Blup_Transfo_Vert_size_75perc_field_year2,Chr02_361276_876244,0.07970901050431553,suggestive
Blup_Transfo_Vert_size_75perc_field_year2,Chr02_1380871_1588241,0.08654032725534963,suggestive
