Pheno,Marker,Del_P_adj,Linkage_Class
Blup_Transfo_Area_2_cavities_filled_field_y1_y2,Chr02_4204964_5059530,0.04957669050153397,significant
Blup_Transfo_Area_2_cavities_filled_field_year2,Chr02_3811172_4203782,0.07627527035335074,suggestive
Blup_Transfo_Area_2_cavities_filled_field_year2,Chr02_4203783_4204963,0.07627527035335074,suggestive
Blup_Transfo_Area_2_cavities_filled_field_year2,Chr02_4204964_5059530,0.028224084571592308,significant
Blup_Transfo_Horiz_size_50perc_field_y1_y2,Chr02_4204964_5059530,0.08369398586938497,suggestive
Blup_Transfo_Horiz_size_50perc_field_year2,Chr02_4204964_5059530,0.06683401403366813,suggestive
Blup_Transfo_Horiz_size_75perc_field_y1_y2,Chr02_4204964_5059530,0.032935334903770215,significant
Blup_Transfo_Horiz_size_75perc_field_year2,Chr02_3811172_4203782,0.06213679347680518,suggestive
Blup_Transfo_Horiz_size_75perc_field_year2,Chr02_4203783_4204963,0.06213679347680518,suggestive
Blup_Transfo_Horiz_size_75perc_field_year2,Chr02_4204964_5059530,0.01999908153442964,significant
Blup_Transfo_Horiz_size_75perc_field_year2,Chr02_5059531_5059566,0.06213679347680518,suggestive
Blup_Transfo_Horiz_size_center_field_y1_y2,Chr02_4204964_5059530,0.045210599313143744,significant
Blup_Transfo_Horiz_size_center_field_year2,Chr02_3811172_4203782,0.08068616793565832,suggestive
Blup_Transfo_Horiz_size_center_field_year2,Chr02_4203783_4204963,0.08068616793565832,suggestive
Blup_Transfo_Horiz_size_center_field_year2,Chr02_4204964_5059530,0.026996930262038612,significant
Blup_Transfo_Horiz_size_center_field_year2,Chr02_5059531_5059566,0.08068616793565832,suggestive
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_1_4524,0.03447842804073142,significant
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_4525_349303,0.03447842804073142,significant
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_349304_361275,0.03447842804073142,significant
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_361276_876244,0.03013320316372057,significant
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_876245_880558,0.07924713463802942,suggestive
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_880559_1380844,0.0767154930205584,suggestive
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_1380845_1380870,0.06113907156297281,suggestive
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_1380871_1588241,0.03013320316372057,significant
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_1588242_1591077,0.03722673199943102,significant
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_1591078_2117143,0.04302201529603197,significant
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_2117144_2118662,0.03722673199943102,significant
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_2118663_2439301,0.03013320316372057,significant
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_3811172_4203782,0.03013320316372057,significant
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_4203783_4204963,0.03013320316372057,significant
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_4204964_5059530,0.024903965936708804,significant
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_5059531_5059566,0.04538220918291947,significant
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_5059567_5396611,0.08275040488799854,suggestive
Blup_Transfo_Num_Indents_field_y1_y2,Chr02_5396612_5398283,0.09153810047953462,suggestive
Blup_Transfo_Num_Indents_field_year2,Chr02_1_4524,0.013805041518492694,significant
Blup_Transfo_Num_Indents_field_year2,Chr02_4525_349303,0.013805041518492694,significant
Blup_Transfo_Num_Indents_field_year2,Chr02_349304_361275,0.015890641783390436,significant
Blup_Transfo_Num_Indents_field_year2,Chr02_361276_876244,0.013694350625708679,significant
Blup_Transfo_Num_Indents_field_year2,Chr02_876245_880558,0.042410955581164166,significant
Blup_Transfo_Num_Indents_field_year2,Chr02_880559_1380844,0.03195759208510438,significant
Blup_Transfo_Num_Indents_field_year2,Chr02_1380845_1380870,0.029392696554075098,significant
Blup_Transfo_Num_Indents_field_year2,Chr02_1380871_1588241,0.013694350625708679,significant
Blup_Transfo_Num_Indents_field_year2,Chr02_1588242_1591077,0.01649350747140367,significant
Blup_Transfo_Num_Indents_field_year2,Chr02_1591078_2117143,0.016590809064356282,significant
Blup_Transfo_Num_Indents_field_year2,Chr02_2117144_2118662,0.015890641783390436,significant
Blup_Transfo_Num_Indents_field_year2,Chr02_2118663_2439301,0.013694350625708679,significant
Blup_Transfo_Num_Indents_field_year2,Chr02_2439302_2439318,0.09330576051378885,suggestive
Blup_Transfo_Num_Indents_field_year2,Chr02_2439319_3802076,0.0509786588076433,suggestive
Blup_Transfo_Num_Indents_field_year2,Chr02_3802077_3811171,0.07555008631624648,suggestive
Blup_Transfo_Num_Indents_field_year2,Chr02_3811172_4203782,0.013694350625708679,significant
Blup_Transfo_Num_Indents_field_year2,Chr02_4203783_4204963,0.013694350625708679,significant
Blup_Transfo_Num_Indents_field_year2,Chr02_4204964_5059530,0.011218574250630465,significant
Blup_Transfo_Num_Indents_field_year2,Chr02_5059531_5059566,0.03195759208510438,significant
Blup_Transfo_Num_Indents_field_year2,Chr02_5059567_5396611,0.07043771284200112,suggestive
Blup_Transfo_Num_Indents_field_year2,Chr02_5396612_5398283,0.07050313428703625,suggestive
Blup_Transfo_PC1_PC2_y1_y2,Chr01_4235627_5264100,0.01042813343434933,significant
Blup_Transfo_PC1_PC2_y1_y2,Chr01_5264101_5264149,0.008296698022207463,confirmed
Blup_Transfo_PC1_PC2_y1_y2,Chr01_5264150_5885231,0.008296698022207463,confirmed
Blup_Transfo_PC1_PC2_y1_y2,Chr01_5885232_5886075,0.01042813343434933,significant
Blup_Transfo_PC1_PC2_y1_y2,Chr01_5886076_6253003,0.008296698022207463,confirmed
Blup_Transfo_PC1_PC2_y1_y2,Chr01_6253004_6253851,0.008296698022207463,confirmed
Blup_Transfo_PC1_PC2_y1_y2,Chr01_6253852_6811196,0.008296698022207463,confirmed
Blup_Transfo_PC1_PC2_y1_y2,Chr01_6811197_6811650,0.008296698022207463,confirmed
Blup_Transfo_PC1_PC2_y1_y2,Chr01_6811651_7107385,0.03338285499828634,significant
Blup_Transfo_PC1_PC2_y1_y2,Chr01_7107386_7117068,0.0941304075749636,suggestive
Blup_Transfo_PC1_PC2_y1_y2,Chr01_7117069_8021093,0.08977119008484567,suggestive
Blup_Transfo_PC2_y1_y2,Chr01_6253004_6253851,0.019786482878558158,significant
Blup_Transfo_PC2_y1_y2,Chr01_6253852_6811196,0.02774001647876418,significant
Blup_Transfo_PC2_y1_y2,Chr01_6811197_6811650,0.019786482878558158,significant
Blup_Transfo_Perimeter_2_excl_cavities_field_y1_y2,Chr02_4204964_5059530,0.09178900216459128,suggestive
Blup_Transfo_Perimeter_2_excl_cavities_field_year2,Chr02_3811172_4203782,0.06957412263871708,suggestive
Blup_Transfo_Perimeter_2_excl_cavities_field_year2,Chr02_4203783_4204963,0.06957412263871708,suggestive
Blup_Transfo_Perimeter_2_excl_cavities_field_year2,Chr02_4204964_5059530,0.03763414553301144,significant
Blup_Transfo_Vert_size_25perc_field_year2,Chr02_3811172_4203782,0.06693755765903932,suggestive
Blup_Transfo_Vert_size_25perc_field_year2,Chr02_4203783_4204963,0.06693755765903932,suggestive
Blup_Transfo_Vert_size_25perc_field_year2,Chr02_4204964_5059530,0.04302118312947468,significant
Blup_Transfo_Vert_size_50perc_field_year2,Chr02_3811172_4203782,0.09383529871944897,suggestive
Blup_Transfo_Vert_size_50perc_field_year2,Chr02_4203783_4204963,0.09383529871944897,suggestive
Blup_Transfo_Vert_size_50perc_field_year2,Chr02_4204964_5059530,0.07640167686717604,suggestive
Blup_Transfo_Vert_size_75perc_field_y1_y2,Chr02_4204964_5059530,0.061884652640081056,suggestive
Blup_Transfo_Vert_size_75perc_field_year2,Chr02_3811172_4203782,0.061952629096122765,suggestive
Blup_Transfo_Vert_size_75perc_field_year2,Chr02_4203783_4204963,0.061952629096122765,suggestive
Blup_Transfo_Vert_size_75perc_field_year2,Chr02_4204964_5059530,0.027542735075151533,significant
Blup_Transfo_Vert_size_center_field_year2,Chr02_3811172_4203782,0.08946500267998043,suggestive
Blup_Transfo_Vert_size_center_field_year2,Chr02_4203783_4204963,0.08946500267998043,suggestive
Blup_Transfo_Vert_size_center_field_year2,Chr02_4204964_5059530,0.08946500267998043,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_y1_y2,Chr02_4204964_5059530,0.024801702753185217,significant
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_y1_y2,Chr02_5059531_5059566,0.09238134358490066,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_y1_y2,Chr02_5059567_5396611,0.09238134358490066,suggestive
Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_year2,Chr02_4204964_5059530,0.02843739161096909,significant
