Marker,Intercept,Deltoides,Nigra,Dosage,Nigra_Dosage,Del_P_adj,Nig_P_adj,Dos_P_adj,CHR,BP
Chr01_1_126237,0.695959031325321,0.09639957907225,0.993455818528862,0.797009299596356,Chr01_1_126237,0.6839833375146309,0.9985770542264888,0.9828294689084365,1,1
Chr01_126238_809425,0.695959031325321,0.09639957907225,0.993455818528862,0.797009299596356,Chr01_126238_809425,0.6839833375146309,0.9985770542264888,0.9828294689084365,1,126238
Chr01_809426_814269,0.848463566673284,0.132415113649553,0.825097754877111,0.763095117677501,Chr01_809426_814269,0.7040070209034567,0.9546782824953853,0.9828294689084365,1,809426
Chr01_814270_1367747,0.675535113790123,0.0642575879922103,0.819907568351661,0.775090541785864,Chr01_814270_1367747,0.6839833375146309,0.9546782824953853,0.9828294689084365,1,814270
Chr01_1367748_1367899,0.580651587797779,0.042372618463258,0.606211319927736,0.778299501806504,Chr01_1367748_1367899,0.6839833375146309,0.9302315890388433,0.9828294689084365,1,1367748
Chr01_1367900_2042574,0.61878683462246,0.0482468002503612,0.470673048712345,0.775037725298406,Chr01_1367900_2042574,0.6839833375146309,0.9131000760505253,0.9828294689084365,1,1367900
Chr01_2042575_2043251,0.610816975888181,0.049717415818299,0.587412751381602,0.774703481946525,Chr01_2042575_2043251,0.6839833375146309,0.92805018913868,0.9828294689084365,1,2042575
Chr01_2043252_2231677,0.753714911247892,0.0871146690999213,0.702103912070367,0.764496253092957,Chr01_2043252_2231677,0.6839833375146309,0.9322134840105891,0.9828294689084365,1,2043252
Chr01_2231678_2231705,0.88281814265637,0.0808761975440559,0.641917880902443,0.666867923705777,Chr01_2231678_2231705,0.6839833375146309,0.9322134840105891,0.9828294689084365,1,2231678
Chr01_2231706_3033846,0.832591847362382,0.067452540743654,0.679548518637132,0.677236323631064,Chr01_2231706_3033846,0.6839833375146309,0.9322134840105891,0.9828294689084365,1,2231706
Chr01_3033847_3052413,0.72495093365726,0.0519834798460117,0.97551469368948,0.687534836755154,Chr01_3033847_3052413,0.6839833375146309,0.9907867016643039,0.9828294689084365,1,3033847
Chr01_3052414_4229970,0.717900475678107,0.0633885000699538,0.502671023733503,0.742462716123166,Chr01_3052414_4229970,0.6839833375146309,0.9131000760505253,0.9828294689084365,1,3052414
Chr01_4229971_4235626,0.778043684613633,0.0558310346669373,0.540028043723538,0.847661397583652,Chr01_4229971_4235626,0.6839833375146309,0.9153668766232996,0.9828294689084365,1,4229971
Chr01_4235627_5264100,0.617019851901852,0.0267484384590409,0.927361149692921,0.880848462348489,Chr01_4235627_5264100,0.6839833375146309,0.9728954930957752,0.9828294689084365,1,4235627
Chr01_5264101_5264149,0.597933112350627,0.0295714308962721,0.862813384961402,0.911457964931716,Chr01_5264101_5264149,0.6839833375146309,0.9620160128081265,0.9828294689084365,1,5264101
Chr01_5264150_5885231,0.63596330293783,0.0462194441413342,0.552108286529043,0.918323402439388,Chr01_5264150_5885231,0.6839833375146309,0.9209424958362374,0.9828294689084365,1,5264150
Chr01_5885232_5886075,0.103168170257484,0.0677336937462002,0.427121129719117,"NA",Chr01_5885232_5886075,0.6839833375146309,0.9131000760505253,NA,1,5885232
Chr01_5886076_6253003,0.0615705746771007,0.0394282273686388,0.414143731069426,"NA",Chr01_5886076_6253003,0.6839833375146309,0.9131000760505253,NA,1,5886076
Chr01_6253004_6253851,0.140203601970097,0.118761092469321,0.27346985312388,"NA",Chr01_6253004_6253851,0.6967062367714237,0.9131000760505253,NA,1,6253004
Chr01_6253852_6811196,0.059594380234577,0.0611992216293724,0.169470986120031,"NA",Chr01_6253852_6811196,0.6839833375146309,0.9131000760505253,NA,1,6253852
Chr01_6811197_6811650,0.150502063425324,0.134672841991521,0.271221113591728,"NA",Chr01_6811197_6811650,0.704272731070413,0.9131000760505253,NA,1,6811197
Chr01_6811651_7107385,0.0500132634686627,0.0457917732239878,0.336495643046593,"NA",Chr01_6811651_7107385,0.6839833375146309,0.9131000760505253,NA,1,6811651
Chr01_7107386_7117068,0.143169683911021,0.0886731608413512,0.719649722165161,"NA",Chr01_7107386_7117068,0.6839833375146309,0.9322134840105891,NA,1,7107386
Chr01_7117069_8021093,0.559199947301957,0.034614527535072,0.810391793222062,0.965565180579875,Chr01_7117069_8021093,0.6839833375146309,0.9546782824953853,0.999393322884171,1,7117069
Chr01_8021094_8021338,0.0785081999682408,0.0624934224243549,0.373157581987715,"NA",Chr01_8021094_8021338,0.6839833375146309,0.9131000760505253,NA,1,8021094
Chr01_8021339_8546533,0.0757391091880188,0.0408167719879531,0.762720123281391,"NA",Chr01_8021339_8546533,0.6839833375146309,0.9322134840105891,NA,1,8021339
Chr01_8546534_8548055,0.177787258225865,0.0941939786372623,0.908707480180726,"NA",Chr01_8546534_8548055,0.6839833375146309,0.9681176150942766,NA,1,8546534
Chr01_8548056_9439189,0.146629680511648,0.0677389040262495,0.909616354519278,"NA",Chr01_8548056_9439189,0.6839833375146309,0.9681176150942766,NA,1,8548056
Chr01_9439190_9439923,0.341363444079734,0.205500058362395,0.545591424629559,"NA",Chr01_9439190_9439923,0.7307269480222292,0.9160192866148911,NA,1,9439190
Chr01_9439924_10127710,0.467119172241485,0.289386743622123,0.637273437668961,"NA",Chr01_9439924_10127710,0.8097751861005021,0.9322134840105891,NA,1,9439924
