Marker,Intercept,Deltoides,Nigra,Dosage,Nigra_Dosage,Del_P_adj,Nig_P_adj,Dos_P_adj,CHR,BP
Chr01_1_126237,0.577510315082198,0.361999562619271,0.721994015480422,0.865454535719986,Chr01_1_126237,0.7372342291022786,0.9944017874141177,0.9355441636128018,1,1
Chr01_126238_809425,0.577510315082198,0.361999562619271,0.721994015480422,0.865454535719986,Chr01_126238_809425,0.7372342291022786,0.9944017874141177,0.9355441636128018,1,126238
Chr01_809426_814269,0.678059920174003,0.481804214979476,0.921781544564664,0.873290862584139,Chr01_809426_814269,0.8278036512304462,0.9945916807962631,0.9407027888187042,1,809426
Chr01_814270_1367747,0.553398304879133,0.294357428222078,0.987995832308421,0.860930244368003,Chr01_814270_1367747,0.7024939122407198,0.9971783437317523,0.9355441636128018,1,814270
Chr01_1367748_1367899,0.483671844559029,0.223957608821662,0.633928394171506,0.857874814561543,Chr01_1367748_1367899,0.6868973869171507,0.986513092618771,0.9355441636128018,1,1367748
Chr01_1367900_2042574,0.517385702788405,0.251126785860291,0.528776448316186,0.861316146088698,Chr01_1367900_2042574,0.6872837642130166,0.9302188622032904,0.9355441636128018,1,1367900
Chr01_2042575_2043251,0.518087606531335,0.26112417862433,0.649650359539723,0.862595392428829,Chr01_2042575_2043251,0.6926615254952071,0.986513092618771,0.9355441636128018,1,2042575
Chr01_2043252_2231677,0.65732297360795,0.335387979274863,0.707567904216161,0.905826564119701,Chr01_2043252_2231677,0.7150453585185161,0.9944017874141177,0.9572762656962072,1,2043252
Chr01_2231678_2231705,0.863167918930536,0.374020111767897,0.598890428045321,0.975472379174997,Chr01_2231678_2231705,0.742985049697109,0.976385246404382,0.9951227942897712,1,2231678
Chr01_2231706_3033846,0.809167777424401,0.330785393972036,0.638555244170402,0.988712645773074,Chr01_2231706_3033846,0.7150453585185161,0.986513092618771,0.9951227942897712,1,2231706
Chr01_3033847_3052413,0.707292106813609,0.188690175819046,0.963678999124316,0.949939195244977,Chr01_3033847_3052413,0.6730029612847199,0.9945916807962631,0.9847052150302075,1,3033847
Chr01_3052414_4229970,0.641933691063174,0.17473953790879,0.458372028047367,0.992109501012467,Chr01_3052414_4229970,0.6730029612847199,0.8978167530638811,0.9953516889242724,1,3052414
Chr01_4229971_4235626,0.830360740406329,0.173873132720628,0.422276393809511,0.917426717352685,Chr01_4229971_4235626,0.6730029612847199,0.8978167530638811,0.9645548021481998,1,4229971
Chr01_4235627_5264100,0.704845303614415,0.178312365998767,0.693012272089752,0.985949849806671,Chr01_4235627_5264100,0.6730029612847199,0.9915841824085642,0.9951227942897712,1,4235627
Chr01_5264101_5264149,0.670356378959513,0.134153143492656,0.636396839542458,0.988673018646596,Chr01_5264101_5264149,0.665209958781518,0.986513092618771,0.9951227942897712,1,5264101
Chr01_5264150_5885231,0.636108026594098,0.083542050738242,0.681434341548956,0.967552660943805,Chr01_5264150_5885231,0.6021687589502828,0.9894028371214133,0.9951227942897712,1,5264150
Chr01_5885232_5886075,0.0780044085797959,0.0581974268022848,0.625945874787271,"NA",Chr01_5885232_5886075,0.6021687589502828,0.986513092618771,NA,1,5885232
Chr01_5886076_6253003,0.068015658601439,0.0458411488148612,0.788519722598256,"NA",Chr01_5886076_6253003,0.6021687589502828,0.9944017874141177,NA,1,5886076
Chr01_6253004_6253851,0.153329209136144,0.137019007792247,0.592189708788127,"NA",Chr01_6253004_6253851,0.665209958781518,0.9734277637399152,NA,1,6253004
Chr01_6253852_6811196,0.0440103882339617,0.0507938043021772,0.332356776106531,"NA",Chr01_6253852_6811196,0.6021687589502828,0.8894917607462897,NA,1,6253852
Chr01_6811197_6811650,0.0940311382447808,0.0930466123489802,0.427299765528348,"NA",Chr01_6811197_6811650,0.6021687589502828,0.8978167530638811,NA,1,6811197
Chr01_6811651_7107385,0.0271846114484688,0.027952909817333,0.540244585997335,"NA",Chr01_6811651_7107385,0.6021687589502828,0.9424554285604902,NA,1,6811651
Chr01_7107386_7117068,0.103881615973596,0.0634338538894646,0.985497475586832,"NA",Chr01_7107386_7117068,0.6021687589502828,0.9969567485587719,NA,1,7107386
