Marker,Intercept,Deltoides,Del_P_adj,CHR,BP
Chr01_1_126237,0.179591048079373,0.605858267317097,0.9954988367617521,1,1
Chr01_126238_809425,0.179591048079373,0.605858267317097,0.9954988367617521,1,126238
Chr01_809426_814269,0.179591048079373,0.605858267317097,0.9954988367617521,1,809426
Chr01_814270_1367747,0.179591048079373,0.605858267317097,0.9954988367617521,1,814270
Chr01_1367748_1367899,0.179591048079373,0.605858267317097,0.9954988367617521,1,1367748
Chr01_1367900_2042574,0.179591048079373,0.605858267317097,0.9954988367617521,1,1367900
Chr01_2042575_2043251,0.179591048079373,0.605858267317097,0.9954988367617521,1,2042575
Chr01_2043252_2231677,0.179591048079373,0.605858267317097,0.9954988367617521,1,2043252
Chr01_2231678_2231705,0.179591048079373,0.605858267317097,0.9954988367617521,1,2231678
Chr01_2231706_3033846,0.179591048079373,0.605858267317097,0.9954988367617521,1,2231706
Chr01_3033847_3052413,0.179591048079373,0.605858267317097,0.9954988367617521,1,3033847
Chr01_3052414_4229970,0.179591048079373,0.605858267317097,0.9954988367617521,1,3052414
Chr01_4229971_4235626,0.179591048079373,0.605858267317097,0.9954988367617521,1,4229971
Chr01_4235627_5264100,0.207145302165228,0.737947311653678,0.9954988367617521,1,4235627
Chr01_5264101_5264149,0.0965607253480916,0.911350216444521,0.9954988367617521,1,5264101
Chr01_5264150_5885231,0.108025729599856,0.80244943382287,0.9954988367617521,1,5264150
Chr01_5885232_5886075,0.136259820892414,0.718688540306595,0.9954988367617521,1,5885232
Chr01_5886076_6253003,0.127511288174571,0.644279376308378,0.9954988367617521,1,5886076
Chr01_6253004_6253851,0.13451279150201,0.613356493336294,0.9954988367617521,1,6253004
Chr01_6253852_6811196,0.193949453940926,0.833328651301124,0.9954988367617521,1,6253852
Chr01_6811197_6811650,0.202991576290614,0.766049211749368,0.9954988367617521,1,6811197
Chr01_6811651_7107385,0.214950460868162,0.751487220279978,0.9954988367617521,1,6811651
Chr01_7107386_7117068,0.149379125454999,0.991328001167327,0.997538171979353,1,7107386
Chr01_7117069_8021093,0.224348686759822,0.848165169123371,0.9954988367617521,1,7117069
Chr01_8021094_8021338,0.177940796982857,0.787723672210358,0.9954988367617521,1,8021094
Chr01_8021339_8546533,0.177940796982857,0.787723672210358,0.9954988367617521,1,8021339
Chr01_8546534_8548055,0.11002528182969,0.577114582521549,0.9954988367617521,1,8546534
Chr01_8548056_9439189,0.0495282615798129,0.470891456677099,0.9954988367617521,1,8548056
Chr01_9439190_9439923,0.150971317080237,0.502848093906514,0.9954988367617521,1,9439190
Chr01_9439924_10127710,0.179326320104906,0.327107782943664,0.9937845977050362,1,9439924
Chr01_10127711_10127775,0.179326320104906,0.327107782943664,0.9937845977050362,1,10127711
Chr01_10127776_10700451,0.232384277100188,0.313620197450884,0.9872846347384737,1,10127776
Chr01_10700452_10700489,0.200084624661681,0.228453618844842,0.8990500794797492,1,10700452
Chr01_10700490_11189458,0.226559519224099,0.185252914985754,0.8990500794797492,1,10700490
Chr01_11189459_11289027,0.206885033348216,0.196631407088042,0.8990500794797492,1,11189459
Chr01_11289028_11965532,0.139716023945195,0.106716834710053,0.8479685636225485,1,11289028
Chr01_11965533_11966198,0.127659385629017,0.0767397562843807,0.8479685636225485,1,11965533
Chr01_11966199_12330339,0.271974594226385,0.0513414938118878,0.828846976669253,1,11966199
Chr01_12330340_12330527,0.406596436216065,0.0248425201368185,0.6792654791695801,1,12330340
Chr01_12330528_13051606,0.448879461775331,0.016721722168367,0.5334229371709073,1,12330528
Chr01_13051607_13052006,0.198068750381513,0.0165139200662264,0.5334229371709073,1,13051607
Chr01_13052007_13382483,0.185288356692516,0.0155644818901148,0.5319717560299951,1,13052007
Chr01_13382484_13382509,0.170545945118288,0.00757587298868576,0.47334142250976613,1,13382484
Chr01_13382510_13576339,0.110460287972441,0.00550268749188724,0.47334142250976613,1,13382510
Chr01_13576340_13576350,0.15504376660629,0.00870894121961695,0.47334142250976613,1,13576340
Chr01_13576351_14061355,0.203946970319761,0.0114971716931968,0.47334142250976613,1,13576351
Chr01_14061356_14061634,0.273318849582414,0.0111134870365664,0.47334142250976613,1,14061356
Chr01_14061635_14604721,0.271768815097115,0.0196209681441913,0.586789578562221,1,14061635
Chr01_14604722_14607157,0.224475097706376,0.0416898844898084,0.8077429143781998,1,14604722
Chr01_14607158_15449572,0.186614643470255,0.0564123118323396,0.828846976669253,1,14607158
Chr01_15449573_15456448,0.133653771051081,0.0778453100001829,0.8479685636225485,1,15449573
Chr01_15456449_16406535,0.126869179524518,0.0888447408066234,0.8479685636225485,1,15456449
Chr01_16406536_16454790,0.175276796809855,0.13741623533448,0.8551691603060758,1,16406536
Chr01_16454791_19216253,0.159838791096109,0.151652721133261,0.8643924147744844,1,16454791
Chr01_19216254_19216663,0.159838791096109,0.151652721133261,0.8643924147744844,1,19216254
Chr01_19216664_20661429,0.15260869802572,0.114597327054715,0.8479685636225485,1,19216664
Chr01_20661430_20662913,0.119473960819645,0.179226198991271,0.8990500794797492,1,20661430
Chr01_20662914_21251875,0.164005958636768,0.225599856358887,0.8990500794797492,1,20662914
Chr01_21251876_21488109,0.222716625594423,0.150321801578499,0.8643924147744844,1,21251876
Chr01_21488110_22523058,0.173656752708309,0.153853998677318,0.8643924147744844,1,21488110
Chr01_22523059_22523376,0.145158909925287,0.237646006269666,0.8990500794797492,1,22523059
Chr01_22523377_25610270,0.461573044496723,0.378051968374447,0.9954988367617521,1,22523377
Chr01_25610271_25623774,0.139840481135854,0.640165792359395,0.9954988367617521,1,25610271
Chr01_25623775_25991881,0.156605390182503,0.612003303620181,0.9954988367617521,1,25623775
Chr01_25991882_26001088,0.186645874236363,0.569082111394958,0.9954988367617521,1,25991882
Chr01_26001089_26286066,0.17233884043133,0.545143733811266,0.9954988367617521,1,26001089
Chr01_26286067_26293474,0.17233884043133,0.545143733811266,0.9954988367617521,1,26286067
Chr01_26293475_26583692,0.134203046681376,0.788580430188119,0.9954988367617521,1,26293475
Chr01_26583693_26647317,0.109686317169774,0.748852657356879,0.9954988367617521,1,26583693
Chr01_26647318_27308826,0.0907040971121107,0.659883423819241,0.9954988367617521,1,26647318
Chr01_27308827_27314420,0.144801932225875,0.851317068218851,0.9954988367617521,1,27308827
Chr01_27314421_27701084,0.151762241193856,0.874554681498333,0.9954988367617521,1,27314421
Chr01_27701085_27712150,0.148223389048501,0.863232516961287,0.9954988367617521,1,27701085
Chr01_27712151_27987745,0.102659300150916,0.712209437830473,0.9954988367617521,1,27712151
Chr01_27987746_27996902,0.0978947468935537,0.736003125115458,0.9954988367617521,1,27987746
Chr01_27996903_28327995,0.111310630091961,0.556196789165879,0.9954988367617521,1,27996903
Chr01_28327996_28328780,0.169117104428089,0.482316131037877,0.9954988367617521,1,28327996
Chr01_28328781_28712697,0.123383075105668,0.3782100405038,0.9954988367617521,1,28328781
Chr01_28712698_28712702,0.138558491221373,0.2735696932966,0.9383734641033915,1,28712698
Chr01_28712703_29260469,0.135623913472419,0.293277739109782,0.9678165390622805,1,28712703
Chr01_29260470_29264772,0.142771472723434,0.308184484793356,0.9765978541299393,1,29260470
Chr01_29264773_29827856,0.0910298264623159,0.340830486036082,0.9954988367617521,1,29264773
Chr01_29827857_29864780,0.0864754989720701,0.342106873603664,0.9954988367617521,1,29827857
Chr01_29864781_30461232,0.152054931457817,0.179401354309572,0.8990500794797492,1,29864781
Chr01_30461233_30463952,0.230663070461943,0.330878903804109,0.9954988367617521,1,30461233
Chr01_30463953_31287140,0.288250451601272,0.316309364060104,0.9915219475871249,1,30463953
Chr01_31287141_31299042,0.161340353648262,0.137814389030567,0.8551691603060758,1,31287141
Chr01_31299043_32249075,0.205625545287266,0.106796998017204,0.8479685636225485,1,31299043
Chr01_32249076_32254238,0.0927937173852517,0.123637337779693,0.8512297284544331,1,32249076
Chr01_32254239_32925441,0.0986073520354757,0.141736075113446,0.8551691603060758,1,32254239
Chr01_32925442_32925676,0.104374438462589,0.128901495194464,0.8551691603060758,1,32925442
Chr01_32925677_33648211,0.0764026205815102,0.236954112615906,0.8990500794797492,1,32925677
Chr01_33648212_33648861,0.150319993457521,0.527903697528036,0.9954988367617521,1,33648212
Chr01_33648862_33944256,0.150319993457521,0.527903697528036,0.9954988367617521,1,33648862
Chr01_33944257_33944395,0.150319993457521,0.527903697528036,0.9954988367617521,1,33944257
Chr01_33944396_34707623,0.296360670946722,0.676516114792775,0.9954988367617521,1,33944396
Chr01_34707624_34711948,0.175678494365641,0.96068317494596,0.9954988367617521,1,34707624
Chr01_34711949_35098398,0.159205205153186,0.885386500033427,0.9954988367617521,1,34711949
Chr01_35098399_35197978,0.12267092026172,0.794299192177661,0.9954988367617521,1,35098399
Chr01_35197979_35842906,0.0856639445442076,0.649852492142689,0.9954988367617521,1,35197979
Chr01_35842907_35842941,0.108405901778984,0.737379528773783,0.9954988367617521,1,35842907
Chr01_35842942_36467175,0.0934035077516807,0.954377886534797,0.9954988367617521,1,35842942
Chr01_36467176_36477457,0.0935655195195216,0.937085649250263,0.9954988367617521,1,36467176
Chr01_36477458_36677915,0.0935655195195216,0.937085649250263,0.9954988367617521,1,36477458
Chr01_36677916_36678639,0.0935655195195216,0.937085649250263,0.9954988367617521,1,36677916
Chr01_36678640_37008510,0.169516518742025,0.970291072523952,0.9954988367617521,1,36678640
Chr01_37008511_37008685,0.265972884858425,0.831506405596561,0.9954988367617521,1,37008511
Chr01_37008686_37399402,0.265972884858425,0.831506405596561,0.9954988367617521,1,37008686
Chr01_37399403_37399747,0.265972884858425,0.831506405596561,0.9954988367617521,1,37399403
Chr01_37399748_38492440,0.189387056583727,0.840590837570899,0.9954988367617521,1,37399748
