Pheno,Marker,Dos_P_adj,Linkage_Class
Blup_Transfo_Circularity_field_y1_y2,Chr09_3897498_4348780,0.04786802205370654,significant
Blup_Transfo_Circularity_field_y1_y2,Chr09_4348781_4349349,0.04786802205370654,significant
Blup_Transfo_Circularity_field_y1_y2,Chr09_4349350_4815906,0.04786802205370654,significant
Blup_Transfo_Circularity_field_y1_y2,Chr09_4815907_4815948,0.04786802205370654,significant
Blup_Transfo_Circularity_field_y1_y2,Chr09_4815949_4950038,0.04786802205370654,significant
Blup_Transfo_Circularity_field_y1_y2,Chr09_4950039_4951556,0.04786802205370654,significant
Blup_Transfo_Circularity_field_y1_y2,Chr09_4951557_5226408,0.04786802205370654,significant
Blup_Transfo_Circularity_field_y1_y2,Chr09_5226409_5226548,0.04786802205370654,significant
Blup_Transfo_Circularity_field_year2,Chr09_3897498_4348780,0.07327791297675677,suggestive
Blup_Transfo_Circularity_field_year2,Chr09_4348781_4349349,0.07327791297675677,suggestive
Blup_Transfo_Circularity_field_year2,Chr09_4349350_4815906,0.07327791297675677,suggestive
Blup_Transfo_Circularity_field_year2,Chr09_4815907_4815948,0.07327791297675677,suggestive
Blup_Transfo_Circularity_field_year2,Chr09_4815949_4950038,0.07327791297675677,suggestive
Blup_Transfo_Circularity_field_year2,Chr09_4950039_4951556,0.07327791297675677,suggestive
Blup_Transfo_Circularity_field_year2,Chr09_4951557_5226408,0.07327791297675677,suggestive
Blup_Transfo_Circularity_field_year2,Chr09_5226409_5226548,0.07327791297675677,suggestive
Blup_Transfo_Horiz_size_25perc_field_y1_y2,Chr01_8021339_8546533,0.051240522162586816,suggestive
Blup_Transfo_Horiz_size_25perc_field_y1_y2,Chr01_10127776_10700451,0.08036882317178796,suggestive
Blup_Transfo_Horiz_size_25perc_field_y1_y2,Chr01_11189459_11289027,0.06024441532801404,suggestive
Blup_Transfo_Horiz_size_25perc_field_y1_y2,Chr01_11289028_11965532,0.042284553362461445,significant
Blup_Transfo_Horiz_size_25perc_field_y1_y2,Chr01_11965533_11966198,0.042284553362461445,significant
Blup_Transfo_Horiz_size_25perc_field_y1_y2,Chr01_11966199_12330339,0.05109807789893879,suggestive
Blup_Transfo_Horiz_size_25perc_field_y1_y2,Chr01_12330340_12330527,0.051240522162586816,suggestive
Blup_Transfo_Horiz_size_25perc_field_y1_y2,Chr01_12330528_13051606,0.05529377506768974,suggestive
Blup_Transfo_Horiz_size_25perc_field_y1_y2,Chr01_13051607_13052006,0.07151459953755208,suggestive
Blup_Transfo_Horiz_size_25perc_field_y1_y2,Chr01_13052007_13382483,0.06795271274675183,suggestive
Blup_Transfo_Horiz_size_25perc_field_y1_y2,Chr01_13382484_13382509,0.06680518233871134,suggestive
Blup_Transfo_Horiz_size_25perc_field_y1_y2,Chr01_13382510_13576339,0.07212901355802398,suggestive
Blup_Transfo_Horiz_size_25perc_field_y1_y2,Chr01_13576340_13576350,0.07212901355802398,suggestive
Blup_Transfo_Horiz_size_25perc_field_y1_y2,Chr01_13576351_14061355,0.07212901355802398,suggestive
Blup_Transfo_Horiz_size_25perc_field_y1_y2,Chr01_14061356_14061634,0.07247138328725314,suggestive
Blup_Transfo_Horiz_size_25perc_field_y1_y2,Chr01_14061635_14604721,0.07212901355802398,suggestive
Blup_Transfo_Horiz_size_25perc_field_y1_y2,Chr01_14604722_14607157,0.06024441532801404,suggestive
Blup_Transfo_Horiz_size_25perc_field_y1_y2,Chr01_14607158_15449572,0.06024441532801404,suggestive
Blup_Transfo_Horiz_size_25perc_field_y1_y2,Chr01_15449573_15456448,0.059391338177083905,suggestive
Blup_Transfo_Horiz_size_25perc_field_y1_y2,Chr09_3897498_4348780,0.06024441532801404,suggestive
Blup_Transfo_Horiz_size_25perc_field_y1_y2,Chr09_4348781_4349349,0.059391338177083905,suggestive
Blup_Transfo_Horiz_size_25perc_field_y1_y2,Chr09_4349350_4815906,0.059391338177083905,suggestive
Blup_Transfo_Horiz_size_25perc_field_y1_y2,Chr09_4815907_4815948,0.06024441532801404,suggestive
Blup_Transfo_Horiz_size_25perc_field_y1_y2,Chr09_4815949_4950038,0.061482538020458874,suggestive
Blup_Transfo_Horiz_size_25perc_field_y1_y2,Chr09_4950039_4951556,0.06024441532801404,suggestive
Blup_Transfo_Horiz_size_25perc_field_y1_y2,Chr09_4951557_5226408,0.06024441532801404,suggestive
Blup_Transfo_Horiz_size_25perc_field_y1_y2,Chr09_5226409_5226548,0.059391338177083905,suggestive
Blup_Transfo_Horiz_size_25perc_field_y1_y2,Chr09_5226549_5587934,0.059391338177083905,suggestive
Blup_Transfo_Horiz_size_25perc_field_y1_y2,Chr09_5587935_5587972,0.044377365203219186,significant
Blup_Transfo_Horiz_size_25perc_field_y1_y2,Chr09_6348626_6642511,0.06024441532801404,suggestive
Blup_Transfo_Horiz_size_25perc_field_y1_y2,Chr09_6642512_6642848,0.06024441532801404,suggestive
