Pheno,Marker,Del_P_adj,Linkage_Class
Blup_Transfo_Area_2_cavities_filled_field_y1_y2,Chr02_3811172_4203782,0.07897637803389987,suggestive
Blup_Transfo_Area_2_cavities_filled_field_y1_y2,Chr02_4203783_4204963,0.07897637803389987,suggestive
Blup_Transfo_Area_2_cavities_filled_field_y1_y2,Chr02_4204964_5059530,0.027257493345379587,significant
Blup_Transfo_Area_2_cavities_filled_field_y1_y2,Chr02_5059531_5059566,0.0878074543405822,suggestive
Blup_Transfo_Area_2_cavities_filled_field_year2,Chr02_3811172_4203782,0.04454805649609031,significant
Blup_Transfo_Area_2_cavities_filled_field_year2,Chr02_4203783_4204963,0.04454805649609031,significant
Blup_Transfo_Area_2_cavities_filled_field_year2,Chr02_4204964_5059530,0.01402536470616627,significant
Blup_Transfo_Area_2_cavities_filled_field_year2,Chr02_5059531_5059566,0.0734585972347556,suggestive
Blup_Transfo_Horiz_size_50perc_field_y1_y2,Chr02_4204964_5059530,0.05429938469426255,suggestive
Blup_Transfo_Horiz_size_50perc_field_year2,Chr02_4204964_5059530,0.03956718238728981,significant
Blup_Transfo_Horiz_size_75perc_field_y1_y2,Chr02_3811172_4203782,0.07453372321566973,suggestive
Blup_Transfo_Horiz_size_75perc_field_y1_y2,Chr02_4203783_4204963,0.07453372321566973,suggestive
Blup_Transfo_Horiz_size_75perc_field_y1_y2,Chr02_4204964_5059530,0.019802827196576892,significant
Blup_Transfo_Horiz_size_75perc_field_y1_y2,Chr02_5059531_5059566,0.07453372321566973,suggestive
Blup_Transfo_Horiz_size_75perc_field_year2,Chr02_3811172_4203782,0.04603661886692925,significant
Blup_Transfo_Horiz_size_75perc_field_year2,Chr02_4203783_4204963,0.04603661886692925,significant
Blup_Transfo_Horiz_size_75perc_field_year2,Chr02_4204964_5059530,0.011033895094659565,significant
Blup_Transfo_Horiz_size_75perc_field_year2,Chr02_5059531_5059566,0.04603661886692925,significant
Blup_Transfo_Horiz_size_center_field_y1_y2,Chr02_3811172_4203782,0.07944778422763571,suggestive
