Marker,Intercept,Dosage,Dos_P_adj,CHR,BP
Chr01_1_126237,0.0426088859870365,0.146281495804393,0.4835880858650646,1,1
Chr01_126238_809425,0.0608101189230088,0.205700802692299,0.5311032024315291,1,126238
Chr01_809426_814269,0.0608101189230088,0.205700802692299,0.5311032024315291,1,809426
Chr01_814270_1367747,0.0608101189230088,0.205700802692299,0.5311032024315291,1,814270
Chr01_1367748_1367899,0.0426088859870365,0.146281495804393,0.4835880858650646,1,1367748
Chr01_1367900_2042574,0.0426088859870365,0.146281495804393,0.4835880858650646,1,1367900
Chr01_2042575_2043251,0.0426088859870365,0.146281495804393,0.4835880858650646,1,2042575
Chr01_2043252_2231677,0.0426088859870365,0.146281495804393,0.4835880858650646,1,2043252
Chr01_2231678_2231705,0.0426088859870365,0.146281495804393,0.4835880858650646,1,2231678
Chr01_2231706_3033846,0.0426088859870365,0.146281495804393,0.4835880858650646,1,2231706
Chr01_3033847_3052413,0.0204799425003105,0.0745464491488169,0.4809302370679044,1,3033847
Chr01_3052414_4229970,0.0186226121938797,0.0728765331265979,0.4809302370679044,1,3052414
Chr01_4229971_4235626,0.0365870924443802,0.116732900153156,0.4835880858650646,1,4229971
Chr01_4235627_5264100,0.0365870924443802,0.116732900153156,0.4835880858650646,1,4235627
Chr01_5264101_5264149,0.0754361274806216,0.189318534561379,0.5196310528201213,1,5264101
Chr01_5264150_5885231,0.0754361274806216,0.189318534561379,0.5196310528201213,1,5264150
Chr01_5885232_5886075,0.0526480452345367,0.119601916291768,0.4835880858650646,1,5885232
Chr01_5886076_6253003,0.0526480452345367,0.119601916291768,0.4835880858650646,1,5886076
Chr01_6253004_6253851,0.0526480452345367,0.119601916291768,0.4835880858650646,1,6253004
Chr01_6253852_6811196,0.0526480452345367,0.119601916291768,0.4835880858650646,1,6253852
Chr01_6811197_6811650,0.0526480452345367,0.119601916291768,0.4835880858650646,1,6811197
Chr01_6811651_7107385,0.0526480452345367,0.119601916291768,0.4835880858650646,1,6811651
Chr01_7107386_7117068,0.0526480452345367,0.119601916291768,0.4835880858650646,1,7107386
Chr01_7117069_8021093,0.0247102379201221,0.0672908535480088,0.4809302370679044,1,7117069
Chr01_8021094_8021338,0.0629032110001922,0.139679932824683,0.4835880858650646,1,8021094
Chr01_8021339_8546533,0.00894848467907499,0.0273145750829748,0.4809302370679044,1,8021339
Chr01_8546534_8548055,0.0189199037137032,0.0483890443610742,0.4809302370679044,1,8546534
Chr01_8548056_9439189,0.0189199037137032,0.0483890443610742,0.4809302370679044,1,8548056
Chr01_9439190_9439923,0.0189199037137032,0.0483890443610742,0.4809302370679044,1,9439190
Chr01_9439924_10127710,0.0189199037137032,0.0483890443610742,0.4809302370679044,1,9439924
Chr01_10127711_10127775,0.0189199037137032,0.0483890443610742,0.4809302370679044,1,10127711
