Marker,Intercept,Dosage,Dos_P_adj,CHR,BP
Chr01_1_126237,0.0982104818570741,0.262878187152461,0.6584642784358686,1,1
Chr01_126238_809425,0.140269903778528,0.364767109425491,0.6621932875464753,1,126238
Chr01_809426_814269,0.140269903778528,0.364767109425491,0.6621932875464753,1,809426
Chr01_814270_1367747,0.140269903778528,0.364767109425491,0.6621932875464753,1,814270
Chr01_1367748_1367899,0.0982104818570741,0.262878187152461,0.6584642784358686,1,1367748
Chr01_1367900_2042574,0.0982104818570741,0.262878187152461,0.6584642784358686,1,1367900
Chr01_2042575_2043251,0.0982104818570741,0.262878187152461,0.6584642784358686,1,2042575
Chr01_2043252_2231677,0.0982104818570741,0.262878187152461,0.6584642784358686,1,2043252
Chr01_2231678_2231705,0.0982104818570741,0.262878187152461,0.6584642784358686,1,2231678
Chr01_2231706_3033846,0.0982104818570741,0.262878187152461,0.6584642784358686,1,2231706
Chr01_3033847_3052413,0.0575052431941553,0.160786599962491,0.6584642784358686,1,3033847
Chr01_3052414_4229970,0.0519658266189856,0.154784333684007,0.6584642784358686,1,3052414
Chr01_4229971_4235626,0.0903738726069167,0.226732262732383,0.6584642784358686,1,4229971
Chr01_4235627_5264100,0.0903738726069167,0.226732262732383,0.6584642784358686,1,4235627
Chr01_5264101_5264149,0.135320762778164,0.286832211000985,0.6584642784358686,1,5264101
Chr01_5264150_5885231,0.135320762778164,0.286832211000985,0.6584642784358686,1,5264150
Chr01_5885232_5886075,0.0556098605657268,0.116721059066576,0.6584642784358686,1,5885232
Chr01_5886076_6253003,0.0556098605657268,0.116721059066576,0.6584642784358686,1,5886076
Chr01_6253004_6253851,0.0556098605657268,0.116721059066576,0.6584642784358686,1,6253004
Chr01_6253852_6811196,0.0556098605657268,0.116721059066576,0.6584642784358686,1,6253852
Chr01_6811197_6811650,0.0556098605657268,0.116721059066576,0.6584642784358686,1,6811197
Chr01_6811651_7107385,0.0556098605657268,0.116721059066576,0.6584642784358686,1,6811651
Chr01_7107386_7117068,0.0556098605657268,0.116721059066576,0.6584642784358686,1,7107386
Chr01_7117069_8021093,0.0219322783522026,0.0552110074475012,0.565282204078928,1,7117069
Chr01_8021094_8021338,0.0495526177395982,0.105365821676988,0.6551317075698438,1,8021094
Chr01_8021339_8546533,0.00827149353076978,0.022907788067657,0.5212631540495257,1,8021339
Chr01_8546534_8548055,0.0213571717502107,0.0495534240270329,0.5549622820385172,1,8546534
Chr01_8548056_9439189,0.0213571717502107,0.0495534240270329,0.5549622820385172,1,8548056
Chr01_9439190_9439923,0.0213571717502107,0.0495534240270329,0.5549622820385172,1,9439190
Chr01_9439924_10127710,0.0213571717502107,0.0495534240270329,0.5549622820385172,1,9439924
Chr01_10127711_10127775,0.0213571717502107,0.0495534240270329,0.5549622820385172,1,10127711
Chr01_10127776_10700451,0.0213571717502107,0.0495534240270329,0.5549622820385172,1,10127776
Chr01_10700452_10700489,0.0614901218132618,0.116958973538256,0.6584642784358686,1,10700452
Chr01_10700490_11189458,0.0614901218132618,0.116958973538256,0.6584642784358686,1,10700490
Chr01_11189459_11289027,0.0502714858714848,0.0751845245562899,0.565282204078928,1,11189459
Chr01_11289028_11965532,0.0214620592936127,0.0398917281103741,0.5524399923163928,1,11289028
