Marker,Intercept,Dosage,Dos_P_adj,CHR,BP
Chr01_1_126237,0.371094381400559,0.689497616655884,0.919284005407226,1,1
Chr01_126238_809425,0.347446257115708,0.673123228933531,0.919284005407226,1,126238
Chr01_809426_814269,0.347446257115708,0.673123228933531,0.919284005407226,1,809426
Chr01_814270_1367747,0.347446257115708,0.673123228933531,0.919284005407226,1,814270
Chr01_1367748_1367899,0.371094381400559,0.689497616655884,0.919284005407226,1,1367748
Chr01_1367900_2042574,0.371094381400559,0.689497616655884,0.919284005407226,1,1367900
Chr01_2042575_2043251,0.371094381400559,0.689497616655884,0.919284005407226,1,2042575
Chr01_2043252_2231677,0.371094381400559,0.689497616655884,0.919284005407226,1,2043252
Chr01_2231678_2231705,0.371094381400559,0.689497616655884,0.919284005407226,1,2231678
Chr01_2231706_3033846,0.371094381400559,0.689497616655884,0.919284005407226,1,2231706
Chr01_3033847_3052413,0.28888012513666,0.549461174347235,0.9117418580713493,1,3033847
Chr01_3052414_4229970,0.271932409891253,0.539953491391463,0.9117418580713493,1,3052414
Chr01_4229971_4235626,0.511657059835301,0.841877575568988,0.919284005407226,1,4229971
Chr01_4235627_5264100,0.511657059835301,0.841877575568988,0.919284005407226,1,4235627
Chr01_5264101_5264149,0.616839001169687,0.919057556817702,0.9524020486750335,1,5264101
Chr01_5264150_5885231,0.616839001169687,0.919057556817702,0.9524020486750335,1,5264150
Chr01_5885232_5886075,0.883612058556729,0.852902447029899,0.919284005407226,1,5885232
Chr01_5886076_6253003,0.883612058556729,0.852902447029899,0.919284005407226,1,5886076
Chr01_6253004_6253851,0.883612058556729,0.852902447029899,0.919284005407226,1,6253004
Chr01_6253852_6811196,0.883612058556729,0.852902447029899,0.919284005407226,1,6253852
Chr01_6811197_6811650,0.883612058556729,0.852902447029899,0.919284005407226,1,6811197
Chr01_6811651_7107385,0.883612058556729,0.852902447029899,0.919284005407226,1,6811651
Chr01_7107386_7117068,0.883612058556729,0.852902447029899,0.919284005407226,1,7107386
Chr01_7117069_8021093,0.628399664058924,0.905161210451779,0.9412028968747737,1,7117069
Chr01_8021094_8021338,0.545134623528941,0.778472693694761,0.919284005407226,1,8021094
Chr01_8021339_8546533,0.0304211142383704,0.065994536140299,0.29423905381577214,1,8021339
Chr01_8546534_8548055,0.0431253281670777,0.0845300829164299,0.3560391510857923,1,8546534
Chr01_8548056_9439189,0.0431253281670777,0.0845300829164299,0.3560391510857923,1,8548056
Chr01_9439190_9439923,0.0431253281670777,0.0845300829164299,0.3560391510857923,1,9439190
Chr01_9439924_10127710,0.0431253281670777,0.0845300829164299,0.3560391510857923,1,9439924
Chr01_10127711_10127775,0.0431253281670777,0.0845300829164299,0.3560391510857923,1,10127711
Chr01_10127776_10700451,0.0431253281670777,0.0845300829164299,0.3560391510857923,1,10127776
Chr01_10700452_10700489,0.0414996096476583,0.0753710230356733,0.32961299069189187,1,10700452
Chr01_10700490_11189458,0.0414996096476583,0.0753710230356733,0.32961299069189187,1,10700490
Chr01_11189459_11289027,0.000219101951568259,0.000385089359902079,0.009562419594249204,1,11189459
Chr01_11289028_11965532,0.00158365278789706,0.00312792235673691,0.032493624221489464,1,11289028
Chr01_11965533_11966198,0.00158365278789706,0.00312792235673691,0.032493624221489464,1,11965533
Chr01_11966199_12330339,0.00158365278789706,0.00312792235673691,0.032493624221489464,1,11966199
Chr01_12330340_12330527,0.00158365278789706,0.00312792235673691,0.032493624221489464,1,12330340
Chr01_12330528_13051606,0.00158365278789706,0.00312792235673691,0.032493624221489464,1,12330528
Chr01_13051607_13052006,0.000219101951568259,0.000385089359902079,0.009562419594249204,1,13051607
Chr01_13052007_13382483,0.000219101951568259,0.000385089359902079,0.009562419594249204,1,13052007
Chr01_13382484_13382509,0.000219101951568259,0.000385089359902079,0.009562419594249204,1,13382484
Chr01_13382510_13576339,0.000219101951568259,0.000385089359902079,0.009562419594249204,1,13382510
Chr01_13576340_13576350,0.000219101951568259,0.000385089359902079,0.009562419594249204,1,13576340
Chr01_13576351_14061355,0.000219101951568259,0.000385089359902079,0.009562419594249204,1,13576351
Chr01_14061356_14061634,0.000219101951568259,0.000385089359902079,0.009562419594249204,1,14061356
Chr01_14061635_14604721,0.000219101951568259,0.000385089359902079,0.009562419594249204,1,14061635
Chr01_14604722_14607157,0.000219101951568259,0.000385089359902079,0.009562419594249204,1,14604722
Chr01_14607158_15449572,0.000219101951568259,0.000385089359902079,0.009562419594249204,1,14607158
Chr01_15449573_15456448,0.000219101951568259,0.000385089359902079,0.009562419594249204,1,15449573
Chr01_15456449_16406535,0.0108039845550718,0.0193535454414583,0.10918492724704602,1,15456449
Chr01_16406536_16454790,0.0108039845550718,0.0193535454414583,0.10918492724704602,1,16406536
Chr01_16454791_19216253,0.0354125180359053,0.0706613866514097,0.3120024512047752,1,16454791
Chr01_19216254_19216663,0.0702034539399074,"NA",NA,1,19216254
Chr01_19216664_20661429,0.905212763614307,0.963738074152785,0.9875073988516204,1,19216664
Chr01_20661430_20662913,0.905212763614307,0.963738074152785,0.9875073988516204,1,20661430
Chr01_20662914_21251875,0.905212763614307,0.963738074152785,0.9875073988516204,1,20662914
Chr01_21251876_21488109,0.905212763614307,0.963738074152785,0.9875073988516204,1,21251876
Chr01_21488110_22523058,0.905212763614307,0.963738074152785,0.9875073988516204,1,21488110
Chr01_22523059_22523376,0.905212763614307,0.963738074152785,0.9875073988516204,1,22523059
Chr01_22523377_25610270,0.905212763614307,0.963738074152785,0.9875073988516204,1,22523377
Chr01_25610271_25623774,0.0702034539399074,"NA",NA,1,25610271
Chr01_25623775_25991881,0.0702034539399074,"NA",NA,1,25623775
Chr01_25991882_26001088,0.0702034539399074,"NA",NA,1,25991882
Chr01_26001089_26286066,0.0702034539399074,"NA",NA,1,26001089
Chr01_26286067_26293474,0.0702034539399074,"NA",NA,1,26286067
Chr01_26293475_26583692,0.0702034539399074,"NA",NA,1,26293475
Chr01_26583693_26647317,0.0702034539399074,"NA",NA,1,26583693
Chr01_26647318_27308826,0.0126823422668977,0.0192934635297312,0.10918492724704602,1,26647318
Chr01_27308827_27314420,0.0126823422668977,0.0192934635297312,0.10918492724704602,1,27308827
Chr01_27314421_27701084,0.0126823422668977,0.0192934635297312,0.10918492724704602,1,27314421
Chr01_27701085_27712150,0.0126823422668977,0.0192934635297312,0.10918492724704602,1,27701085
Chr01_27712151_27987745,0.0126823422668977,0.0192934635297312,0.10918492724704602,1,27712151
Chr01_27987746_27996902,0.0126823422668977,0.0192934635297312,0.10918492724704602,1,27987746
Chr01_27996903_28327995,0.0126823422668977,0.0192934635297312,0.10918492724704602,1,27996903
Chr01_28327996_28328780,0.0126823422668977,0.0192934635297312,0.10918492724704602,1,28327996
Chr01_28328781_28712697,0.0126823422668977,0.0192934635297312,0.10918492724704602,1,28328781
Chr01_28712698_28712702,0.0126823422668977,0.0192934635297312,0.10918492724704602,1,28712698
Chr01_28712703_29260469,0.0126823422668977,0.0192934635297312,0.10918492724704602,1,28712703
Chr01_29260470_29264772,0.0126823422668977,0.0192934635297312,0.10918492724704602,1,29260470
Chr01_29264773_29827856,0.580673924957708,0.745442687305311,0.919284005407226,1,29264773
Chr01_29827857_29864780,0.580673924957708,0.745442687305311,0.919284005407226,1,29827857
Chr01_29864781_30461232,0.580673924957708,0.745442687305311,0.919284005407226,1,29864781
Chr01_30461233_30463952,0.0126823422668977,0.0192934635297312,0.10918492724704602,1,30461233
Chr01_30463953_31287140,0.0825311269471475,0.128664110633154,0.47261176884037037,1,30463953
Chr01_31287141_31299042,0.0825311269471475,0.128664110633154,0.47261176884037037,1,31287141
Chr01_31299043_32249075,0.00987607723247181,0.0198589607496712,0.10918492724704602,1,31299043
Chr01_32249076_32254238,0.00987607723247181,0.0198589607496712,0.10918492724704602,1,32249076
Chr01_32254239_32925441,0.00987607723247181,0.0198589607496712,0.10918492724704602,1,32254239
Chr01_32925442_32925676,0.00987607723247181,0.0198589607496712,0.10918492724704602,1,32925442
Chr01_32925677_33648211,0.00987607723247181,0.0198589607496712,0.10918492724704602,1,32925677
Chr01_33648212_33648861,0.00987607723247181,0.0198589607496712,0.10918492724704602,1,33648212
Chr01_33648862_33944256,0.00987607723247181,0.0198589607496712,0.10918492724704602,1,33648862
Chr01_33944257_33944395,0.00987607723247181,0.0198589607496712,0.10918492724704602,1,33944257
Chr01_33944396_34707623,0.00592830709781961,0.0134296127950684,0.09802608324422572,1,33944396
Chr01_34707624_34711948,0.00592830709781961,0.0134296127950684,0.09802608324422572,1,34707624
Chr01_34711949_35098398,0.0187969533471374,0.0417595009202126,0.19879262417226207,1,34711949
Chr01_35098399_35197978,0.0187969533471374,0.0417595009202126,0.19879262417226207,1,35098399
Chr01_35197979_35842906,0.0187969533471374,0.0417595009202126,0.19879262417226207,1,35197979
Chr01_35842907_35842941,0.0187969533471374,0.0417595009202126,0.19879262417226207,1,35842907
Chr01_35842942_36467175,0.0187969533471374,0.0417595009202126,0.19879262417226207,1,35842942
Chr01_36467176_36477457,0.101503744891329,0.179289890516346,0.5770104222955642,1,36467176
Chr01_36477458_36677915,0.101503744891329,0.179289890516346,0.5770104222955642,1,36477458
Chr01_36677916_36678639,0.101503744891329,0.179289890516346,0.5770104222955642,1,36677916
Chr01_36678640_37008510,0.101503744891329,0.179289890516346,0.5770104222955642,1,36678640
Chr01_37008511_37008685,0.101503744891329,0.179289890516346,0.5770104222955642,1,37008511
Chr01_37008686_37399402,0.101503744891329,0.179289890516346,0.5770104222955642,1,37008686
Chr01_37399403_37399747,0.101503744891329,0.179289890516346,0.5770104222955642,1,37399403
Chr01_37399748_38492440,0.101503744891329,0.179289890516346,0.5770104222955642,1,37399748
Chr01_38492441_38553272,0.101503744891329,0.179289890516346,0.5770104222955642,1,38492441
Chr01_38553273_41248221,0.0187969533471374,0.0417595009202126,0.19879262417226207,1,38553273
Chr01_41248222_41249634,0.0187969533471374,0.0417595009202126,0.19879262417226207,1,41248222
Chr01_41249635_41946984,0.0847334630207384,0.180917750481719,0.5781777060849341,1,41249635
Chr01_41946985_41946999,0.0847334630207384,0.180917750481719,0.5781777060849341,1,41946985
Chr01_41947000_42826924,0.125804396317546,0.265933409785039,0.6447298051552405,1,41947000
Chr01_42826925_42828044,0.125804396317546,0.265933409785039,0.6447298051552405,1,42826925
Chr01_42828045_44953517,0.125804396317546,0.265933409785039,0.6447298051552405,1,42828045
Chr01_44953518_50495391,0.0296508451318936,0.0787652956150195,0.3428165723434658,1,44953518
Chr02_1_4524,0.403503597636779,0.236653062123943,0.6437130678701801,2,1
Chr02_4525_349303,0.403503597636779,0.236653062123943,0.6437130678701801,2,4525
Chr02_349304_361275,0.403503597636779,0.236653062123943,0.6437130678701801,2,349304
Chr02_361276_876244,0.403503597636779,0.236653062123943,0.6437130678701801,2,361276
Chr02_876245_880558,0.403503597636779,0.236653062123943,0.6437130678701801,2,876245
Chr02_880559_1380844,0.136967093373383,0.0586424336317597,0.26799592169714187,2,880559
Chr02_1380845_1380870,0.136967093373383,0.0586424336317597,0.26799592169714187,2,1380845
Chr02_1380871_1588241,0.136967093373383,0.0586424336317597,0.26799592169714187,2,1380871
Chr02_1588242_1591077,0.403503597636779,0.236653062123943,0.6437130678701801,2,1588242
Chr02_1591078_2117143,0.403503597636779,0.236653062123943,0.6437130678701801,2,1591078
Chr02_2117144_2118662,0.599527977847288,0.445016973791656,0.8403832934825901,2,2117144
Chr02_2118663_2439301,0.599527977847288,0.445016973791656,0.8403832934825901,2,2118663
Chr02_2439302_2439318,0.599527977847288,0.445016973791656,0.8403832934825901,2,2439302
Chr02_2439319_3802076,0.599527977847288,0.445016973791656,0.8403832934825901,2,2439319
Chr02_3802077_3811171,0.599527977847288,0.445016973791656,0.8403832934825901,2,3802077
Chr02_3811172_4203782,0.599527977847288,0.445016973791656,0.8403832934825901,2,3811172
Chr02_4203783_4204963,0.599527977847288,0.445016973791656,0.8403832934825901,2,4203783
Chr02_4204964_5059530,0.599527977847288,0.445016973791656,0.8403832934825901,2,4204964
