Marker,Intercept,Dosage,Dos_P_adj,CHR,BP
Chr01_1_126237,0.42657137614341,0.299150719396507,0.765892878230833,1,1
Chr01_126238_809425,0.470642048364505,0.328855305207296,0.7728257192149406,1,126238
Chr01_809426_814269,0.470642048364505,0.328855305207296,0.7728257192149406,1,809426
Chr01_814270_1367747,0.470642048364505,0.328855305207296,0.7728257192149406,1,814270
Chr01_1367748_1367899,0.42657137614341,0.299150719396507,0.765892878230833,1,1367748
Chr01_1367900_2042574,0.42657137614341,0.299150719396507,0.765892878230833,1,1367900
Chr01_2042575_2043251,0.42657137614341,0.299150719396507,0.765892878230833,1,2042575
Chr01_2043252_2231677,0.42657137614341,0.299150719396507,0.765892878230833,1,2043252
Chr01_2231678_2231705,0.42657137614341,0.299150719396507,0.765892878230833,1,2231678
Chr01_2231706_3033846,0.42657137614341,0.299150719396507,0.765892878230833,1,2231706
Chr01_3033847_3052413,0.704200964776726,0.553963755514189,0.8794644596849943,1,3033847
Chr01_3052414_4229970,0.668872873759235,0.512092333030665,0.8764634863300841,1,3052414
Chr01_4229971_4235626,0.467329924986116,0.347129831685907,0.7728257192149406,1,4229971
Chr01_4235627_5264100,0.467329924986116,0.347129831685907,0.7728257192149406,1,4235627
Chr01_5264101_5264149,0.510799662331822,0.403180361686841,0.7728257192149406,1,5264101
Chr01_5264150_5885231,0.510799662331822,0.403180361686841,0.7728257192149406,1,5264150
Chr01_5885232_5886075,0.409180175949074,0.331854948205043,0.7728257192149406,1,5885232
Chr01_5886076_6253003,0.409180175949074,0.331854948205043,0.7728257192149406,1,5886076
Chr01_6253004_6253851,0.409180175949074,0.331854948205043,0.7728257192149406,1,6253004
Chr01_6253852_6811196,0.409180175949074,0.331854948205043,0.7728257192149406,1,6253852
Chr01_6811197_6811650,0.409180175949074,0.331854948205043,0.7728257192149406,1,6811197
Chr01_6811651_7107385,0.409180175949074,0.331854948205043,0.7728257192149406,1,6811651
Chr01_7107386_7117068,0.409180175949074,0.331854948205043,0.7728257192149406,1,7107386
Chr01_7117069_8021093,0.593182243029141,0.488335778015675,0.8550553661040746,1,7117069
Chr01_8021094_8021338,0.597160733849768,0.503700697927988,0.8702881623935369,1,8021094
Chr01_8021339_8546533,0.269763553194766,0.327210391537629,0.7728257192149406,1,8021339
Chr01_8546534_8548055,0.314194346876612,0.372259567467709,0.7728257192149406,1,8546534
Chr01_8548056_9439189,0.314194346876612,0.372259567467709,0.7728257192149406,1,8548056
Chr01_9439190_9439923,0.314194346876612,0.372259567467709,0.7728257192149406,1,9439190
Chr01_9439924_10127710,0.314194346876612,0.372259567467709,0.7728257192149406,1,9439924
Chr01_10127711_10127775,0.314194346876612,0.372259567467709,0.7728257192149406,1,10127711
Chr01_10127776_10700451,0.314194346876612,0.372259567467709,0.7728257192149406,1,10127776
Chr01_10700452_10700489,0.152415212756421,0.181529676631374,0.5883621434080704,1,10700452
Chr01_10700490_11189458,0.152415212756421,0.181529676631374,0.5883621434080704,1,10700490
Chr01_11189459_11289027,0.000305108249207624,0.000368139574459039,0.007009991063657535,1,11189459
Chr01_11289028_11965532,0.00433008024726789,0.00534557626539506,0.07185083392016302,1,11289028
Chr01_11965533_11966198,0.00433008024726789,0.00534557626539506,0.07185083392016302,1,11965533
Chr01_11966199_12330339,0.00433008024726789,0.00534557626539506,0.07185083392016302,1,11966199
Chr01_12330340_12330527,0.00433008024726789,0.00534557626539506,0.07185083392016302,1,12330340
Chr01_12330528_13051606,0.00433008024726789,0.00534557626539506,0.07185083392016302,1,12330528
Chr01_13051607_13052006,0.000305108249207624,0.000368139574459039,0.007009991063657535,1,13051607
Chr01_13052007_13382483,0.000305108249207624,0.000368139574459039,0.007009991063657535,1,13052007
Chr01_13382484_13382509,0.000305108249207624,0.000368139574459039,0.007009991063657535,1,13382484
Chr01_13382510_13576339,0.000305108249207624,0.000368139574459039,0.007009991063657535,1,13382510
Chr01_13576340_13576350,0.000305108249207624,0.000368139574459039,0.007009991063657535,1,13576340
Chr01_13576351_14061355,0.000305108249207624,0.000368139574459039,0.007009991063657535,1,13576351
Chr01_14061356_14061634,0.000305108249207624,0.000368139574459039,0.007009991063657535,1,14061356
Chr01_14061635_14604721,0.000305108249207624,0.000368139574459039,0.007009991063657535,1,14061635
Chr01_14604722_14607157,0.000305108249207624,0.000368139574459039,0.007009991063657535,1,14604722
Chr01_14607158_15449572,0.000305108249207624,0.000368139574459039,0.007009991063657535,1,14607158
Chr01_15449573_15456448,0.000305108249207624,0.000368139574459039,0.007009991063657535,1,15449573
Chr01_15456449_16406535,0.0125971413086831,0.0153397371052897,0.11306870737286118,1,15456449
Chr01_16406536_16454790,0.0125971413086831,0.0153397371052897,0.11306870737286118,1,16406536
Chr01_16454791_19216253,0.0683001284617361,0.0849147149518485,0.3560185755320621,1,16454791
Chr01_19216254_19216663,0.474140952519994,"NA",NA,1,19216254
Chr01_19216664_20661429,0.350004328160641,0.315775130888836,0.7728257192149406,1,19216664
Chr01_20661430_20662913,0.350004328160641,0.315775130888836,0.7728257192149406,1,20661430
Chr01_20662914_21251875,0.350004328160641,0.315775130888836,0.7728257192149406,1,20662914
Chr01_21251876_21488109,0.350004328160641,0.315775130888836,0.7728257192149406,1,21251876
Chr01_21488110_22523058,0.350004328160641,0.315775130888836,0.7728257192149406,1,21488110
Chr01_22523059_22523376,0.350004328160641,0.315775130888836,0.7728257192149406,1,22523059
Chr01_22523377_25610270,0.350004328160641,0.315775130888836,0.7728257192149406,1,22523377
Chr01_25610271_25623774,0.474140952519994,"NA",NA,1,25610271
Chr01_25623775_25991881,0.474140952519994,"NA",NA,1,25623775
Chr01_25991882_26001088,0.474140952519994,"NA",NA,1,25991882
Chr01_26001089_26286066,0.474140952519994,"NA",NA,1,26001089
Chr01_26286067_26293474,0.474140952519994,"NA",NA,1,26286067
Chr01_26293475_26583692,0.474140952519994,"NA",NA,1,26293475
Chr01_26583693_26647317,0.474140952519994,"NA",NA,1,26583693
Chr01_26647318_27308826,0.0561660901762891,0.063861709158471,0.2847297666870366,1,26647318
Chr01_27308827_27314420,0.0561660901762891,0.063861709158471,0.2847297666870366,1,27308827
Chr01_27314421_27701084,0.0561660901762891,0.063861709158471,0.2847297666870366,1,27314421
Chr01_27701085_27712150,0.0561660901762891,0.063861709158471,0.2847297666870366,1,27701085
Chr01_27712151_27987745,0.0561660901762891,0.063861709158471,0.2847297666870366,1,27712151
Chr01_27987746_27996902,0.0561660901762891,0.063861709158471,0.2847297666870366,1,27987746
Chr01_27996903_28327995,0.0561660901762891,0.063861709158471,0.2847297666870366,1,27996903
Chr01_28327996_28328780,0.0561660901762891,0.063861709158471,0.2847297666870366,1,28327996
Chr01_28328781_28712697,0.0561660901762891,0.063861709158471,0.2847297666870366,1,28328781
Chr01_28712698_28712702,0.0561660901762891,0.063861709158471,0.2847297666870366,1,28712698
Chr01_28712703_29260469,0.0561660901762891,0.063861709158471,0.2847297666870366,1,28712703
Chr01_29260470_29264772,0.0561660901762891,0.063861709158471,0.2847297666870366,1,29260470
Chr01_29264773_29827856,0.931982411951194,0.995762945392435,0.995762945392435,1,29264773
Chr01_29827857_29864780,0.931982411951194,0.995762945392435,0.995762945392435,1,29827857
Chr01_29864781_30461232,0.931982411951194,0.995762945392435,0.995762945392435,1,29864781
Chr01_30461233_30463952,0.0561660901762891,0.063861709158471,0.2847297666870366,1,30461233
Chr01_30463953_31287140,0.0679719634602011,0.0802569482748602,0.3533385541955599,1,30463953
Chr01_31287141_31299042,0.0679719634602011,0.0802569482748602,0.3533385541955599,1,31287141
Chr01_31299043_32249075,0.00939003215475643,0.0118090807620659,0.10170507213074625,1,31299043
Chr01_32249076_32254238,0.00939003215475643,0.0118090807620659,0.10170507213074625,1,32249076
Chr01_32254239_32925441,0.00939003215475643,0.0118090807620659,0.10170507213074625,1,32254239
Chr01_32925442_32925676,0.00939003215475643,0.0118090807620659,0.10170507213074625,1,32925442
Chr01_32925677_33648211,0.00939003215475643,0.0118090807620659,0.10170507213074625,1,32925677
Chr01_33648212_33648861,0.00939003215475643,0.0118090807620659,0.10170507213074625,1,33648212
