Marker,Intercept,Dosage,Dos_P_adj,CHR,BP
Chr01_1_126237,0.0684696288661797,0.211506931869939,0.6229143069771528,1,1
Chr01_126238_809425,0.0977652565469175,0.294801851062492,0.6524187389208057,1,126238
Chr01_809426_814269,0.0977652565469175,0.294801851062492,0.6524187389208057,1,809426
Chr01_814270_1367747,0.0977652565469175,0.294801851062492,0.6524187389208057,1,814270
Chr01_1367748_1367899,0.0684696288661797,0.211506931869939,0.6229143069771528,1,1367748
Chr01_1367900_2042574,0.0684696288661797,0.211506931869939,0.6229143069771528,1,1367900
Chr01_2042575_2043251,0.0684696288661797,0.211506931869939,0.6229143069771528,1,2042575
Chr01_2043252_2231677,0.0684696288661797,0.211506931869939,0.6229143069771528,1,2043252
Chr01_2231678_2231705,0.0684696288661797,0.211506931869939,0.6229143069771528,1,2231678
Chr01_2231706_3033846,0.0684696288661797,0.211506931869939,0.6229143069771528,1,2231706
Chr01_3033847_3052413,0.0355815133302055,0.116517214547866,0.6229143069771528,1,3033847
Chr01_3052414_4229970,0.0351456859844428,0.121731896796974,0.6229143069771528,1,3052414
Chr01_4229971_4235626,0.0670403027139248,0.190051735506107,0.6229143069771528,1,4229971
Chr01_4235627_5264100,0.0670403027139248,0.190051735506107,0.6229143069771528,1,4235627
Chr01_5264101_5264149,0.110034946727353,0.255593077581741,0.6524187389208057,1,5264101
Chr01_5264150_5885231,0.110034946727353,0.255593077581741,0.6524187389208057,1,5264150
Chr01_5885232_5886075,0.0668890861322649,0.145267820165299,0.6229143069771528,1,5885232
Chr01_5886076_6253003,0.0668890861322649,0.145267820165299,0.6229143069771528,1,5886076
Chr01_6253004_6253851,0.0668890861322649,0.145267820165299,0.6229143069771528,1,6253004
Chr01_6253852_6811196,0.0668890861322649,0.145267820165299,0.6229143069771528,1,6253852
Chr01_6811197_6811650,0.0668890861322649,0.145267820165299,0.6229143069771528,1,6811197
Chr01_6811651_7107385,0.0668890861322649,0.145267820165299,0.6229143069771528,1,6811651
Chr01_7107386_7117068,0.0668890861322649,0.145267820165299,0.6229143069771528,1,7107386
Chr01_7117069_8021093,0.0307533781298242,0.0800651392944182,0.6229143069771528,1,7117069
