Marker,Intercept,Dosage,Dos_P_adj,CHR,BP
Chr01_1_126237,0.680599004292472,0.35788781779241,0.9628150846144996,1,1
Chr01_126238_809425,0.741163860906928,0.388078278970346,0.9628150846144996,1,126238
Chr01_809426_814269,0.741163860906928,0.388078278970346,0.9628150846144996,1,809426
Chr01_814270_1367747,0.741163860906928,0.388078278970346,0.9628150846144996,1,814270
Chr01_1367748_1367899,0.680599004292472,0.35788781779241,0.9628150846144996,1,1367748
Chr01_1367900_2042574,0.680599004292472,0.35788781779241,0.9628150846144996,1,1367900
Chr01_2042575_2043251,0.680599004292472,0.35788781779241,0.9628150846144996,1,2042575
Chr01_2043252_2231677,0.680599004292472,0.35788781779241,0.9628150846144996,1,2043252
Chr01_2231678_2231705,0.680599004292472,0.35788781779241,0.9628150846144996,1,2231678
Chr01_2231706_3033846,0.680599004292472,0.35788781779241,0.9628150846144996,1,2231706
Chr01_3033847_3052413,0.676815963584796,0.370838629456914,0.9628150846144996,1,3033847
Chr01_3052414_4229970,0.912409441418121,0.545172612690917,0.9628150846144996,1,3052414
Chr01_4229971_4235626,0.901641627902693,0.75446314564593,0.9645646375505007,1,4229971
Chr01_4235627_5264100,0.901641627902693,0.75446314564593,0.9645646375505007,1,4235627
Chr01_5264101_5264149,0.340963058825788,0.548932123894764,0.9628150846144996,1,5264101
Chr01_5264150_5885231,0.340963058825788,0.548932123894764,0.9628150846144996,1,5264150
Chr01_5885232_5886075,0.0747523137619881,0.131791177830444,0.9260805126799877,1,5885232
Chr01_5886076_6253003,0.0747523137619881,0.131791177830444,0.9260805126799877,1,5886076
Chr01_6253004_6253851,0.0747523137619881,0.131791177830444,0.9260805126799877,1,6253004
Chr01_6253852_6811196,0.0747523137619881,0.131791177830444,0.9260805126799877,1,6253852
Chr01_6811197_6811650,0.0747523137619881,0.131791177830444,0.9260805126799877,1,6811197
Chr01_6811651_7107385,0.0747523137619881,0.131791177830444,0.9260805126799877,1,6811651
Chr01_7107386_7117068,0.0747523137619881,0.131791177830444,0.9260805126799877,1,7107386
Chr01_7117069_8021093,0.00738487316187109,0.0166080912561785,0.8929291416557147,1,7117069
Chr01_8021094_8021338,0.0341248067062092,0.0643140317416606,0.9260805126799877,1,8021094
Chr01_8021339_8546533,0.0537241859043555,0.103557238845552,0.9260805126799877,1,8021339
Chr01_8546534_8548055,0.338081083895816,0.504195780930508,0.9628150846144996,1,8546534
Chr01_8548056_9439189,0.338081083895816,0.504195780930508,0.9628150846144996,1,8548056
Chr01_9439190_9439923,0.338081083895816,0.504195780930508,0.9628150846144996,1,9439190
Chr01_9439924_10127710,0.338081083895816,0.504195780930508,0.9628150846144996,1,9439924
Chr01_10127711_10127775,0.338081083895816,0.504195780930508,0.9628150846144996,1,10127711
Chr01_10127776_10700451,0.338081083895816,0.504195780930508,0.9628150846144996,1,10127776
Chr01_10700452_10700489,0.809415987974154,0.983739967112243,0.9924264127379582,1,10700452
Chr01_10700490_11189458,0.809415987974154,0.983739967112243,0.9924264127379582,1,10700490
Chr01_11189459_11289027,0.933937508069785,0.945568835060447,0.9645646375505007,1,11189459
Chr01_11289028_11965532,0.080077246169271,0.120909984713458,0.9260805126799877,1,11289028
Chr01_11965533_11966198,0.080077246169271,0.120909984713458,0.9260805126799877,1,11965533
Chr01_11966199_12330339,0.080077246169271,0.120909984713458,0.9260805126799877,1,11966199
Chr01_12330340_12330527,0.080077246169271,0.120909984713458,0.9260805126799877,1,12330340
Chr01_12330528_13051606,0.080077246169271,0.120909984713458,0.9260805126799877,1,12330528
Chr01_13051607_13052006,0.933937508069785,0.945568835060447,0.9645646375505007,1,13051607
Chr01_13052007_13382483,0.933937508069785,0.945568835060447,0.9645646375505007,1,13052007
Chr01_13382484_13382509,0.933937508069785,0.945568835060447,0.9645646375505007,1,13382484
Chr01_13382510_13576339,0.933937508069785,0.945568835060447,0.9645646375505007,1,13382510
Chr01_13576340_13576350,0.933937508069785,0.945568835060447,0.9645646375505007,1,13576340
Chr01_13576351_14061355,0.933937508069785,0.945568835060447,0.9645646375505007,1,13576351
Chr01_14061356_14061634,0.933937508069785,0.945568835060447,0.9645646375505007,1,14061356
Chr01_14061635_14604721,0.933937508069785,0.945568835060447,0.9645646375505007,1,14061635
Chr01_14604722_14607157,0.933937508069785,0.945568835060447,0.9645646375505007,1,14604722
Chr01_14607158_15449572,0.933937508069785,0.945568835060447,0.9645646375505007,1,14607158
Chr01_15449573_15456448,0.933937508069785,0.945568835060447,0.9645646375505007,1,15449573
Chr01_15456449_16406535,0.621147575993165,0.776939520733299,0.9645646375505007,1,15456449
Chr01_16406536_16454790,0.621147575993165,0.776939520733299,0.9645646375505007,1,16406536
Chr01_16454791_19216253,0.134673755800787,0.224098009397767,0.9275006801811132,1,16454791
Chr01_19216254_19216663,0.0961291575416428,"NA",NA,1,19216254
Chr01_19216664_20661429,0.43765217689783,0.352001361457711,0.9628150846144996,1,19216664
Chr01_20661430_20662913,0.43765217689783,0.352001361457711,0.9628150846144996,1,20661430
Chr01_20662914_21251875,0.43765217689783,0.352001361457711,0.9628150846144996,1,20662914
Chr01_21251876_21488109,0.43765217689783,0.352001361457711,0.9628150846144996,1,21251876
Chr01_21488110_22523058,0.43765217689783,0.352001361457711,0.9628150846144996,1,21488110
Chr01_22523059_22523376,0.43765217689783,0.352001361457711,0.9628150846144996,1,22523059
Chr01_22523377_25610270,0.43765217689783,0.352001361457711,0.9628150846144996,1,22523377
Chr01_25610271_25623774,0.0961291575416428,"NA",NA,1,25610271
Chr01_25623775_25991881,0.0961291575416428,"NA",NA,1,25623775
Chr01_25991882_26001088,0.0961291575416428,"NA",NA,1,25991882
Chr01_26001089_26286066,0.0961291575416428,"NA",NA,1,26001089
Chr01_26286067_26293474,0.0961291575416428,"NA",NA,1,26286067
Chr01_26293475_26583692,0.0961291575416428,"NA",NA,1,26293475
Chr01_26583693_26647317,0.0961291575416428,"NA",NA,1,26583693
