Marker,Intercept,Dosage,Dos_P_adj,CHR,BP
Chr01_1_126237,0.0246199757132989,0.121074901172007,0.4689087274204,1,1
Chr01_126238_809425,0.0324289140680561,0.16052954266129,0.49295146622131625,1,126238
Chr01_809426_814269,0.0324289140680561,0.16052954266129,0.49295146622131625,1,809426
Chr01_814270_1367747,0.0324289140680561,0.16052954266129,0.49295146622131625,1,814270
Chr01_1367748_1367899,0.0246199757132989,0.121074901172007,0.4689087274204,1,1367748
Chr01_1367900_2042574,0.0246199757132989,0.121074901172007,0.4689087274204,1,1367900
Chr01_2042575_2043251,0.0246199757132989,0.121074901172007,0.4689087274204,1,2042575
Chr01_2043252_2231677,0.0246199757132989,0.121074901172007,0.4689087274204,1,2043252
Chr01_2231678_2231705,0.0246199757132989,0.121074901172007,0.4689087274204,1,2231678
Chr01_2231706_3033846,0.0246199757132989,0.121074901172007,0.4689087274204,1,2231706
Chr01_3033847_3052413,0.0138916316198874,0.0707401232380248,0.41079090377907973,1,3033847
Chr01_3052414_4229970,0.0115358526386369,0.0653785289478972,0.38552242231211636,1,3052414
Chr01_4229971_4235626,0.0201694512474674,0.0907723995242595,0.4255319386038621,1,4229971
Chr01_4235627_5264100,0.0201694512474674,0.0907723995242595,0.4255319386038621,1,4235627
Chr01_5264101_5264149,0.0315666129745506,0.111168311327266,0.46609099336294096,1,5264101
Chr01_5264150_5885231,0.0315666129745506,0.111168311327266,0.46609099336294096,1,5264150
Chr01_5885232_5886075,0.027120577289482,0.0800070293114496,0.4255319386038621,1,5885232
Chr01_5886076_6253003,0.027120577289482,0.0800070293114496,0.4255319386038621,1,5886076
Chr01_6253004_6253851,0.027120577289482,0.0800070293114496,0.4255319386038621,1,6253004
Chr01_6253852_6811196,0.027120577289482,0.0800070293114496,0.4255319386038621,1,6253852
Chr01_6811197_6811650,0.027120577289482,0.0800070293114496,0.4255319386038621,1,6811197
Chr01_6811651_7107385,0.027120577289482,0.0800070293114496,0.4255319386038621,1,6811651
Chr01_7107386_7117068,0.027120577289482,0.0800070293114496,0.4255319386038621,1,7107386
Chr01_7117069_8021093,0.017971554870177,0.0629149265151954,0.37340417425252337,1,7117069
Chr01_8021094_8021338,0.0384543746163578,0.107852260015323,0.456374840990765,1,8021094
Chr01_8021339_8546533,0.00369725372208678,0.0159277093009579,0.2386545295258282,1,8021339
Chr01_8546534_8548055,0.00497048336327099,0.0181487751747811,0.247581798652984,1,8546534
Chr01_8548056_9439189,0.00497048336327099,0.0181487751747811,0.247581798652984,1,8548056
Chr01_9439190_9439923,0.00497048336327099,0.0181487751747811,0.247581798652984,1,9439190
Chr01_9439924_10127710,0.00497048336327099,0.0181487751747811,0.247581798652984,1,9439924
Chr01_10127711_10127775,0.00497048336327099,0.0181487751747811,0.247581798652984,1,10127711
Chr01_10127776_10700451,0.00497048336327099,0.0181487751747811,0.247581798652984,1,10127776
Chr01_10700452_10700489,0.0135586383494654,0.0382053536235222,0.2848179680783257,1,10700452
Chr01_10700490_11189458,0.0135586383494654,0.0382053536235222,0.2848179680783257,1,10700490
Chr01_11189459_11289027,0.019685502175383,0.035987870919224,0.28355960362216154,1,11189459
Chr01_11289028_11965532,0.0236450573198754,0.0531437572867784,0.3174731644451991,1,11289028
Chr01_11965533_11966198,0.0236450573198754,0.0531437572867784,0.3174731644451991,1,11965533
Chr01_11966199_12330339,0.0236450573198754,0.0531437572867784,0.3174731644451991,1,11966199
