Marker,Intercept,Dosage,Dos_P_adj,CHR,BP
Chr01_1_126237,0.112435200837479,0.262463227829085,0.7160937021963691,1,1
Chr01_126238_809425,0.14535475828307,0.336582514055935,0.7788263742965179,1,126238
Chr01_809426_814269,0.14535475828307,0.336582514055935,0.7788263742965179,1,809426
Chr01_814270_1367747,0.14535475828307,0.336582514055935,0.7788263742965179,1,814270
Chr01_1367748_1367899,0.112435200837479,0.262463227829085,0.7160937021963691,1,1367748
Chr01_1367900_2042574,0.112435200837479,0.262463227829085,0.7160937021963691,1,1367900
Chr01_2042575_2043251,0.112435200837479,0.262463227829085,0.7160937021963691,1,2042575
Chr01_2043252_2231677,0.112435200837479,0.262463227829085,0.7160937021963691,1,2043252
Chr01_2231678_2231705,0.112435200837479,0.262463227829085,0.7160937021963691,1,2231678
Chr01_2231706_3033846,0.112435200837479,0.262463227829085,0.7160937021963691,1,2231706
Chr01_3033847_3052413,0.0567464913651383,0.140334927525425,0.5785433622140234,1,3033847
Chr01_3052414_4229970,0.0585552878395038,0.150267253870932,0.5819672459238638,1,3052414
Chr01_4229971_4235626,0.0847291474549517,0.192399027859109,0.6808820307354548,1,4229971
Chr01_4235627_5264100,0.0847291474549517,0.192399027859109,0.6808820307354548,1,4235627
Chr01_5264101_5264149,0.145837819856435,0.280491031976998,0.7360034825580072,1,5264101
Chr01_5264150_5885231,0.145837819856435,0.280491031976998,0.7360034825580072,1,5264150
Chr01_5885232_5886075,0.693702360641506,0.948658194272394,0.9786236647125953,1,5885232
Chr01_5886076_6253003,0.693702360641506,0.948658194272394,0.9786236647125953,1,5886076
Chr01_6253004_6253851,0.693702360641506,0.948658194272394,0.9786236647125953,1,6253004
Chr01_6253852_6811196,0.693702360641506,0.948658194272394,0.9786236647125953,1,6253852
Chr01_6811197_6811650,0.693702360641506,0.948658194272394,0.9786236647125953,1,6811197
Chr01_6811651_7107385,0.693702360641506,0.948658194272394,0.9786236647125953,1,6811651
Chr01_7107386_7117068,0.693702360641506,0.948658194272394,0.9786236647125953,1,7107386
Chr01_7117069_8021093,0.683154525725034,0.426987210833218,0.9033942377350955,1,7117069
Chr01_8021094_8021338,0.397970811614243,0.231944034368838,0.6937249799439751,1,8021094
Chr01_8021339_8546533,0.511150214936839,0.294480143787326,0.7622228870348992,1,8021339
Chr01_8546534_8548055,0.906559706735052,0.828304724293276,0.9786236647125953,1,8546534
Chr01_8548056_9439189,0.906559706735052,0.828304724293276,0.9786236647125953,1,8548056
Chr01_9439190_9439923,0.906559706735052,0.828304724293276,0.9786236647125953,1,9439190
Chr01_9439924_10127710,0.906559706735052,0.828304724293276,0.9786236647125953,1,9439924
Chr01_10127711_10127775,0.906559706735052,0.828304724293276,0.9786236647125953,1,10127711
Chr01_10127776_10700451,0.906559706735052,0.828304724293276,0.9786236647125953,1,10127776
Chr01_10700452_10700489,0.709359495073328,0.930223401045189,0.9786236647125953,1,10700452
Chr01_10700490_11189458,0.709359495073328,0.930223401045189,0.9786236647125953,1,10700490
Chr01_11189459_11289027,0.826545042506428,0.956886051797752,0.9786236647125953,1,11189459
Chr01_11289028_11965532,0.293262542794365,0.195319423751462,0.6808820307354548,1,11289028
Chr01_11965533_11966198,0.293262542794365,0.195319423751462,0.6808820307354548,1,11965533
Chr01_11966199_12330339,0.293262542794365,0.195319423751462,0.6808820307354548,1,11966199
Chr01_12330340_12330527,0.293262542794365,0.195319423751462,0.6808820307354548,1,12330340
Chr01_12330528_13051606,0.293262542794365,0.195319423751462,0.6808820307354548,1,12330528
Chr01_13051607_13052006,0.826545042506428,0.956886051797752,0.9786236647125953,1,13051607
Chr01_13052007_13382483,0.826545042506428,0.956886051797752,0.9786236647125953,1,13052007
Chr01_13382484_13382509,0.826545042506428,0.956886051797752,0.9786236647125953,1,13382484
Chr01_13382510_13576339,0.826545042506428,0.956886051797752,0.9786236647125953,1,13382510
Chr01_13576340_13576350,0.826545042506428,0.956886051797752,0.9786236647125953,1,13576340
Chr01_13576351_14061355,0.826545042506428,0.956886051797752,0.9786236647125953,1,13576351
Chr01_14061356_14061634,0.826545042506428,0.956886051797752,0.9786236647125953,1,14061356
Chr01_14061635_14604721,0.826545042506428,0.956886051797752,0.9786236647125953,1,14061635
Chr01_14604722_14607157,0.826545042506428,0.956886051797752,0.9786236647125953,1,14604722
Chr01_14607158_15449572,0.826545042506428,0.956886051797752,0.9786236647125953,1,14607158
Chr01_15449573_15456448,0.826545042506428,0.956886051797752,0.9786236647125953,1,15449573
Chr01_15456449_16406535,0.48179161777182,0.344739257606377,0.7916876418397704,1,15456449
Chr01_16406536_16454790,0.48179161777182,0.344739257606377,0.7916876418397704,1,16406536
Chr01_16454791_19216253,0.042520753906778,0.0165899252837845,0.19951568038656625,1,16454791
Chr01_19216254_19216663,0.0686076444960717,"NA",NA,1,19216254
Chr01_19216664_20661429,0.947577540416182,0.816515723388389,0.9786236647125953,1,19216664
Chr01_20661430_20662913,0.947577540416182,0.816515723388389,0.9786236647125953,1,20661430
Chr01_20662914_21251875,0.947577540416182,0.816515723388389,0.9786236647125953,1,20662914
Chr01_21251876_21488109,0.947577540416182,0.816515723388389,0.9786236647125953,1,21251876
Chr01_21488110_22523058,0.947577540416182,0.816515723388389,0.9786236647125953,1,21488110
Chr01_22523059_22523376,0.947577540416182,0.816515723388389,0.9786236647125953,1,22523059
Chr01_22523377_25610270,0.947577540416182,0.816515723388389,0.9786236647125953,1,22523377
