Marker,Intercept,Deltoides,Nigra,Del_P_adj,Nig_P_adj,CHR,BP
Chr01_1_126237,0.267428360963551,0.88864946604428,0.352552690941574,0.9855162963078974,0.9952401115621884,1,1
Chr01_126238_809425,0.255165188043477,0.902737416174901,0.352761199186146,0.9855162963078974,0.9952401115621884,1,126238
Chr01_809426_814269,0.516745774539969,0.997848363016065,0.231544525151076,0.999158498323405,0.9952401115621884,1,809426
Chr01_814270_1367747,0.459010329615134,0.825686708361332,0.21415150756398,0.9855162963078974,0.9952401115621884,1,814270
Chr01_1367748_1367899,0.259777245608292,0.57665644220173,0.270117244069718,0.9855162963078974,0.9952401115621884,1,1367748
Chr01_1367900_2042574,0.220186922146253,0.54138657100571,0.258006295797336,0.9855162963078974,0.9952401115621884,1,1367900
Chr01_2042575_2043251,0.359356636961364,0.515174273418282,0.332969846722047,0.9855162963078974,0.9952401115621884,1,2042575
Chr01_2043252_2231677,0.31504218197055,0.810012190841347,0.639603703933537,0.9855162963078974,0.9952401115621884,1,2043252
Chr01_2231678_2231705,0.256420740242853,0.917514967955812,0.549883172333082,0.9879978609594241,0.9952401115621884,1,2231678
Chr01_2231706_3033846,0.242057136977659,0.8795890051023,0.524112925454631,0.9855162963078974,0.9952401115621884,1,2231706
Chr01_3033847_3052413,0.228120616730752,0.456106413981252,0.341941091051719,0.9855162963078974,0.9952401115621884,1,3033847
Chr01_3052414_4229970,0.376237134163111,0.761296927010323,0.160954427405957,0.9855162963078974,0.9952401115621884,1,3052414
Chr01_4229971_4235626,0.484727671636259,0.885141103996027,0.246574468029714,0.9855162963078974,0.9952401115621884,1,4229971
Chr01_4235627_5264100,0.31389974517481,0.9182326952842,0.0863502819155461,0.9879978609594241,0.88407391535066,1,4235627
Chr01_5264101_5264149,0.425707231243808,0.884659244418108,0.0741009166113555,0.9855162963078974,0.8297579383341318,1,5264101
Chr01_5264150_5885231,0.538484963820367,0.449013767394082,0.0212629856874243,0.9855162963078974,0.639882975530925,1,5264150
Chr01_5885232_5886075,0.36825902488625,0.289604131625764,0.0923565338297329,0.9855162963078974,0.88407391535066,1,5885232
Chr01_5886076_6253003,0.273683940076926,0.215909749874375,0.173716666625725,0.9855162963078974,0.9952401115621884,1,5886076
Chr01_6253004_6253851,0.191603116890472,0.223325988804853,0.250729669518835,0.9855162963078974,0.9952401115621884,1,6253004
Chr01_6253852_6811196,0.266958032631097,0.17630623525146,0.190840167995723,0.9855162963078974,0.9952401115621884,1,6253852
Chr01_6811197_6811650,0.366686160483842,0.202451190512025,0.227687232466868,0.9855162963078974,0.9952401115621884,1,6811197
Chr01_6811651_7107385,0.618449013726542,0.150047536984084,0.291011951390328,0.9855162963078974,0.9952401115621884,1,6811651
Chr01_7107386_7117068,0.862922849515427,0.217144828234148,0.132637689041483,0.9855162963078974,0.9818548048802638,1,7107386
Chr01_7117069_8021093,0.825218485051461,0.181821856569678,0.252351684263374,0.9855162963078974,0.9952401115621884,1,7117069
Chr01_8021094_8021338,0.936909018106665,0.262885659495713,0.640450941965406,0.9855162963078974,0.9952401115621884,1,8021094
Chr01_8021339_8546533,0.372590510908958,0.126504519289377,0.833800961682376,0.9855162963078974,0.9952401115621884,1,8021339
Chr01_8546534_8548055,0.0848256638792115,0.194160344724754,0.825333185450269,0.9855162963078974,0.9952401115621884,1,8546534
Chr01_8548056_9439189,0.119204848264437,0.317305990836142,0.296414640541995,0.9855162963078974,0.9952401115621884,1,8548056
Chr01_9439190_9439923,0.180916758153404,0.363725857375128,0.35619110968882,0.9855162963078974,0.9952401115621884,1,9439190
Chr01_9439924_10127710,0.459041566961092,0.665292717000666,0.377656934546351,0.9855162963078974,0.9952401115621884,1,9439924
Chr01_10127711_10127775,0.540410757878181,0.679268496948989,0.233106342079463,0.9855162963078974,0.9952401115621884,1,10127711
Chr01_10127776_10700451,0.930643007344926,0.807016445343245,0.213016384019089,0.9855162963078974,0.9952401115621884,1,10127776
Chr01_10700452_10700489,0.599697982251402,0.960197935992355,0.290872479456922,0.9966513020512239,0.9952401115621884,1,10700452
Chr01_10700490_11189458,0.553124664493372,0.853921942280063,0.380066282189982,0.9855162963078974,0.9952401115621884,1,10700490
Chr01_11189459_11289027,0.346913252441314,0.667233834902211,0.293509315457274,0.9855162963078974,0.9952401115621884,1,11189459
Chr01_11289028_11965532,0.326028064567102,0.505454588041778,0.268098863785336,0.9855162963078974,0.9952401115621884,1,11289028
Chr01_11965533_11966198,0.174738825496732,0.370299374513463,0.257021176257053,0.9855162963078974,0.9952401115621884,1,11965533
Chr01_11966199_12330339,0.30565357930694,0.416423517538014,0.792354799274063,0.9855162963078974,0.9952401115621884,1,11966199
Chr01_12330340_12330527,0.360685817381836,0.240230860046488,0.675125119255132,0.9855162963078974,0.9952401115621884,1,12330340
