Marker,Intercept,Deltoides,Nigra,Del_P_adj,Nig_P_adj,CHR,BP
Chr01_1_126237,0.200984202574401,0.466059689526021,0.295676462674057,0.9701777485564039,0.999656633494882,1,1
Chr01_126238_809425,0.189658152037696,0.475482978752944,0.29593027415748,0.9701777485564039,0.999656633494882,1,126238
Chr01_809426_814269,0.401213729846915,0.551858446947511,0.214130176531582,0.9701777485564039,0.999656633494882,1,809426
Chr01_814270_1367747,0.367093699850747,0.442350049190873,0.209317544954488,0.9701777485564039,0.999656633494882,1,814270
Chr01_1367748_1367899,0.268542384483835,0.36899276775695,0.249380209236784,0.9701777485564039,0.999656633494882,1,1367748
Chr01_1367900_2042574,0.198216805722195,0.293024329250686,0.28332537593404,0.9701777485564039,0.999656633494882,1,1367900
Chr01_2042575_2043251,0.312474300894008,0.275286994567005,0.355052180766506,0.9701777485564039,0.999656633494882,1,2042575
Chr01_2043252_2231677,0.246122409282386,0.416034544760647,0.589634748099314,0.9701777485564039,0.999656633494882,1,2043252
Chr01_2231678_2231705,0.277471632297719,0.700081361260722,0.541475147407606,0.9701777485564039,0.999656633494882,1,2231678
Chr01_2231706_3033846,0.261482283254335,0.734299942878763,0.515417932212736,0.9701777485564039,0.999656633494882,1,2231706
Chr01_3033847_3052413,0.311528310500145,0.743355763431721,0.371824652761334,0.9701777485564039,0.999656633494882,1,3033847
Chr01_3052414_4229970,0.314274920428296,0.861377023011599,0.261281273977942,0.9882487609828045,0.999656633494882,1,3052414
Chr01_4229971_4235626,0.880144357810346,0.704715669456655,0.445885202618946,0.9701777485564039,0.999656633494882,1,4229971
Chr01_4235627_5264100,0.146858948533011,0.587608137435284,0.26012306770021,0.9701777485564039,0.999656633494882,1,4235627
Chr01_5264101_5264149,0.252452646030882,0.616197937907984,0.383565737371296,0.9701777485564039,0.999656633494882,1,5264101
Chr01_5264150_5885231,0.39206353103709,0.997290058540103,0.15682336941716,0.997397563005561,0.999656633494882,1,5264150
Chr01_5885232_5886075,0.34092228319587,0.667852530881615,0.402367666342234,0.9701777485564039,0.999656633494882,1,5885232
Chr01_5886076_6253003,0.269801464149479,0.679338764733257,0.560461279822961,0.9701777485564039,0.999656633494882,1,5886076
Chr01_6253004_6253851,0.194139130055112,0.676736367683879,0.674228045015641,0.9701777485564039,0.999656633494882,1,6253004
Chr01_6253852_6811196,0.203477608399446,0.546778462609459,0.541937653844702,0.9701777485564039,0.999656633494882,1,6253852
Chr01_6811197_6811650,0.308945864114325,0.658332164205613,0.66632986458421,0.9701777485564039,0.999656633494882,1,6811197
Chr01_6811651_7107385,0.444008358982921,0.595992466795432,0.688066583457016,0.9701777485564039,0.999656633494882,1,6811651
Chr01_7107386_7117068,0.992726183273759,0.583773864903019,0.195329046135153,0.9701777485564039,0.999656633494882,1,7107386
Chr01_7117069_8021093,0.999234217040428,0.376737197045239,0.322871919673862,0.9701777485564039,0.999656633494882,1,7117069
