Marker,Intercept,Deltoides,Nigra,Dosage,Nigra_Dosage,Del_P_adj,Nig_P_adj,Dos_P_adj,CHR,BP
Chr01_1_126237,0.875455492751813,0.746138032669395,0.510328356002639,0.959118052876164,Chr01_1_126237,0.9394081447376663,0.9001630330164673,0.994350232384594,1,1
Chr01_126238_809425,0.875455492751813,0.746138032669395,0.510328356002639,0.959118052876164,Chr01_126238_809425,0.9394081447376663,0.9001630330164673,0.994350232384594,1,126238
Chr01_809426_814269,0.512510277087395,0.670754784145805,0.266935975926734,0.516625092345673,Chr01_809426_814269,0.9148936369220988,0.7432060192125631,0.734277330324637,1,809426
Chr01_814270_1367747,0.923057985810454,0.390940741007454,0.245953464181631,0.838802857792541,Chr01_814270_1367747,0.7900055645122616,0.7298588905917689,0.9364090085174913,1,814270
Chr01_1367748_1367899,0.934528458044764,0.181698280791642,0.268114212650964,0.803569542844114,Chr01_1367748_1367899,0.6122720236535261,0.7432060192125631,0.9136883320486777,1,1367748
Chr01_1367900_2042574,0.926853031805545,0.228718110085046,0.202022887085785,0.765078595136328,Chr01_1367900_2042574,0.6553390160221229,0.7222535000878674,0.891562395500855,1,1367900
Chr01_2042575_2043251,0.894897690888382,0.246016707918067,0.242887597525497,0.751677784045428,Chr01_2042575_2043251,0.6812438326043283,0.7298588905917689,0.8850781743902623,1,2042575
Chr01_2043252_2231677,0.887337792690804,0.507655625621336,0.338781094027561,0.864010240567926,Chr01_2043252_2231677,0.8651326430930806,0.7815957395558502,0.9531201666131205,1,2043252
Chr01_2231678_2231705,0.773343020238376,0.66452002758276,0.196198367557908,0.838370842346401,Chr01_2231678_2231705,0.9148936369220988,0.7222535000878674,0.9364090085174913,1,2231678
Chr01_2231706_3033846,0.769813323400829,0.66289390590327,0.191959495570264,0.837074125483112,Chr01_2231706_3033846,0.9148936369220988,0.7184991743247898,0.9364090085174913,1,2231706
Chr01_3033847_3052413,0.796429463610876,0.271030574629935,0.198807924275296,0.690415239168911,Chr01_3033847_3052413,0.7094949888888258,0.7222535000878674,0.8394355581182403,1,3033847
Chr01_3052414_4229970,0.681847932157716,0.395521948001514,0.0816369876382715,0.698899750363885,Chr01_3052414_4229970,0.7906131644627077,0.6813850874686983,0.8463993032020224,1,3052414
Chr01_4229971_4235626,0.818431580746259,0.303783575539081,0.127562135445074,0.81261033489863,Chr01_4229971_4235626,0.7289789474550326,0.6813850874686983,0.9178022038049204,1,4229971
Chr01_4235627_5264100,0.770810490948841,0.587699656909491,0.0876131495048997,0.866190640016484,Chr01_4235627_5264100,0.8929164008425334,0.6813850874686983,0.9531201666131205,1,4235627
Chr01_5264101_5264149,0.745429500152262,0.469497939023854,0.106540877224318,0.826600017952311,Chr01_5264101_5264149,0.8429822282285709,0.6813850874686983,0.9295465403346501,1,5264101
Chr01_5264150_5885231,0.799250680107292,0.437475321717326,0.234825064760489,0.844013382143018,Chr01_5264150_5885231,0.8148949312842761,0.7292643878521294,0.9371143157971303,1,5264150
Chr01_5885232_5886075,0.706896173385242,0.576412931092702,0.234008521367667,"NA",Chr01_5885232_5886075,0.8929164008425334,0.7292643878521294,NA,1,5885232
Chr01_5886076_6253003,0.762731821226184,0.629372097292958,0.531356771472295,"NA",Chr01_5886076_6253003,0.9109785291668157,0.9007630635016,NA,1,5886076
Chr01_6253004_6253851,0.898487933531493,0.525048397768099,0.341003435050817,"NA",Chr01_6253004_6253851,0.8738631594157751,0.7815957395558502,NA,1,6253004
Chr01_6253852_6811196,0.591855297409809,0.791099063343239,0.202057485311306,"NA",Chr01_6253852_6811196,0.9422289001446904,0.7222535000878674,NA,1,6253852
Chr01_6811197_6811650,0.47653456693858,0.942276516126828,0.114347776185984,"NA",Chr01_6811197_6811650,0.9850577364954759,0.6813850874686983,NA,1,6811197
Chr01_6811651_7107385,0.236564582730272,0.807597761594087,0.0535688746296387,"NA",Chr01_6811651_7107385,0.9428387564608864,0.6813850874686983,NA,1,6811651
Chr01_7107386_7117068,0.230513975648338,0.683732400546332,0.0535369584158322,"NA",Chr01_7107386_7117068,0.9177165600600838,0.6813850874686983,NA,1,7107386
Chr01_7117069_8021093,0.0614771129874771,0.289943128879465,0.0747416071606698,0.170155779400528,Chr01_7117069_8021093,0.7225926415042917,0.6813850874686983,0.5247232640139003,1,7117069
Chr01_8021094_8021338,0.0537547867336023,0.160212843073611,0.0887100204572022,"NA",Chr01_8021094_8021338,0.5831304437205209,0.6813850874686983,NA,1,8021094
Chr01_8021339_8546533,0.0242260986203153,0.0711848606253866,0.15119981269585,"NA",Chr01_8021339_8546533,0.5187946580440028,0.6813850874686983,NA,1,8021339
Chr01_8546534_8548055,0.0156869140467377,0.100831896698545,0.0638981360948898,"NA",Chr01_8546534_8548055,0.5629163925081655,0.6813850874686983,NA,1,8546534
Chr01_8548056_9439189,0.0096415845524649,0.0607230710095403,0.136499924397977,"NA",Chr01_8548056_9439189,0.4763276963617219,0.6813850874686983,NA,1,8548056
Chr01_9439190_9439923,0.0230795625325486,0.0789565310662074,0.226039398853828,"NA",Chr01_9439190_9439923,0.5271877821434313,0.7289283991582601,NA,1,9439190
Chr01_9439924_10127710,0.01460829310996,0.0574187736265883,0.240585303712906,"NA",Chr01_9439924_10127710,0.4617627425264286,0.7298588905917689,NA,1,9439924
Chr01_10127711_10127775,0.0198293781056793,0.109323101074005,0.173040391093829,"NA",Chr01_10127711_10127775,0.5629163925081655,0.6962456807974805,NA,1,10127711
Chr01_10127776_10700451,0.0120021238920377,0.0775846658747075,0.132088475792956,"NA",Chr01_10127776_10700451,0.5263428540083064,0.6813850874686983,NA,1,10127776
Chr01_10700452_10700489,0.0324799367027706,0.139208117529087,0.256036241574296,"NA",Chr01_10700452_10700489,0.5717689634134603,0.7332621243243002,NA,1,10700452
Chr01_10700490_11189458,0.0563844388865433,0.020381939639252,0.226680344116112,0.468451416286501,Chr01_10700490_11189458,0.31976256122564206,0.7289283991582601,0.7210925565711002,1,10700490
Chr01_11189459_11289027,0.00533323897104775,0.0270422130290991,0.398419336320006,"NA",Chr01_11189459_11289027,0.3641206191065846,0.816172472056817,NA,1,11189459
Chr01_11289028_11965532,0.301566235631433,0.0249161825384335,0.747860236213717,0.841294752290164,Chr01_11289028_11965532,0.3455766186852299,0.951588145534798,0.9371143157971303,1,11289028
Chr01_11965533_11966198,0.00400836306761315,0.0276436359951343,0.306179707730877,"NA",Chr01_11965533_11966198,0.3641206191065846,0.7665242788161221,NA,1,11965533
Chr01_11966199_12330339,0.00874361276562361,0.0425633518080178,0.331858971594804,"NA",Chr01_11966199_12330339,0.42626615333091067,0.7804185993340005,NA,1,11966199
Chr01_12330340_12330527,0.0596049958929521,0.163597714987174,0.264358077062128,"NA",Chr01_12330340_12330527,0.5833761000564205,0.7432060192125631,NA,1,12330340
